Year,Anomoly
46524.23,-6.09
46569.89,-5.99
46613.79,-4.39
46656.7,-6.19
46700.24,-5.29
46744.11,-5.79
46788.58,-4.59
46828.84,-5.19
46869.79,-4.49
46911.05,-5.39
46951.0,-3.39
46988.48,-4.29
47027.68,-5.19
47070.07,-5.99
47113.54,-4.89
47155.44,-4.39
47195.91,-5.49
47238.7,-5.19
47281.06,-5.19
47323.66,-5.29
47365.88,-4.79
47407.35,-4.89
47447.57,-3.99
47485.86,-3.69
47521.96,-3.19
47559.11,-4.79
47597.68,-4.59
47637.94,-4.19
47677.05,-4.79
47716.95,-4.39
47758.17,-5.69
47801.11,-5.59
47845.71,-5.99
47890.99,-4.99
47933.21,-5.59
47977.11,-5.59
48020.9,-5.29
48064.81,-5.89
48109.62,-5.89
48154.61,-5.39
48198.68,-5.59
48242.04,-4.09
48281.58,-5.79
48325.98,-5.79
48371.57,-6.29
48417.71,-5.69
48463.63,-6.09
48509.43,-5.89
48555.52,-6.09
48602.12,-6.29
48648.72,-5.39
48692.99,-5.39
48736.57,-6.19
48784.05,-6.79
48833.5,-5.79
48879.44,-6.39
48928.23,-8.09
48983.3,-6.99
49034.93,-7.09
49086.73,-7.69
49141.03,-7.09
49192.35,-6.39
49241.26,-7.09
49292.14,-5.89
49338.72,-5.99
49384.91,-5.89
49431.25,-6.39
49479.24,-6.09
49527.56,-7.59
49580.36,-6.69
49630.21,-6.09
49678.29,-7.39
49730.77,-7.29
49783.26,-6.19
49831.09,-6.09
49877.94,-5.69
49924.27,-6.69
49973.27,-6.79
50023.48,-6.69
50074.08,-7.29
50125.65,-6.39
50175.56,-7.19
50226.88,-6.79
50278.03,-7.49
50331.06,-6.49
50380.86,-7.09
50432.12,-6.29
50480.3,-5.89
50527.29,-6.69
50576.48,-6.59
50624.79,-5.19
50671.0,-6.79
50719.98,-6.79
50769.23,-5.59
50816.88,-6.79
50865.82,-6.59
50916.6,-7.29
50967.67,-6.19
51016.18,-5.79
51062.89,-6.09
51109.22,-5.59
51155.59,-6.19
51203.16,-6.69
51252.64,-6.59
51302.14,-6.19
51350.39,-6.19
51397.06,-4.79
51440.27,-6.29
51488.23,-6.59
51537.92,-7.19
51590.29,-5.39
51635.27,-6.19
51683.07,-6.59
51732.49,-5.69
51779.23,-6.59
51828.61,-6.49
51877.62,-5.79
51924.43,-5.79
51971.93,-6.99
52022.1,-6.49
52072.11,-6.49
52121.51,-6.29
52170.18,-6.09
52218.11,-6.19
52265.6,-5.89
52313.16,-6.29
52360.7,-5.69
52407.25,-5.59
52452.21,-5.09
52497.07,-6.49
52545.18,-5.69
52592.01,-6.49
52640.77,-5.19
52685.17,-5.79
52730.7,-4.59
52773.84,-5.89
52818.95,-5.39
52863.8,-5.09
52905.91,-3.69
52946.67,-5.49
52990.07,-4.39
53031.2,-5.39
53076.11,-6.39
53123.55,-5.39
53169.91,-5.99
53215.98,-5.39
53262.03,-5.89
53307.54,-5.19
53351.77,-4.79
53395.21,-6.19
53442.02,-5.09
53486.0,-5.49
53530.49,-4.39
53573.07,-5.79
53617.65,-5.19
53660.58,-3.69
53701.86,-5.19
53744.43,-5.29
53788.87,-5.69
53835.17,-5.89
53882.2,-5.39
53925.64,-3.39
53965.82,-4.89
54007.11,-5.29
54049.97,-4.19
54091.02,-4.49
54131.98,-4.09
54172.01,-4.29
54211.9,-4.09
54251.58,-3.99
54290.97,-4.09
54330.65,-4.39
54372.14,-5.29
54415.83,-5.39
54460.41,-5.19
54506.0,-6.29
54553.46,-5.99
54601.23,-5.79
54647.19,-4.59
54690.15,-5.29
54734.64,-4.59
54777.31,-5.59
54822.36,-5.29
54867.96,-5.79
54914.01,-5.59
54960.78,-6.09
55006.8,-4.79
55051.02,-4.99
55094.29,-4.89
55137.46,-4.49
55179.79,-6.09
55227.31,-5.99
55275.27,-5.89
55323.52,-6.49
55373.32,-6.49
55423.07,-5.89
55471.91,-6.69
55522.79,-6.99
55574.93,-6.39
55625.62,-6.49
55674.6,-4.99
55720.22,-5.69
55766.3,-5.79
55812.7,-5.19
55857.6,-4.89
55902.28,-5.99
55949.14,-5.89
55996.3,-5.09
56041.52,-6.09
56089.79,-5.89
56137.64,-5.39
56183.3,-5.69
56230.5,-6.89
56282.05,-5.89
56330.04,-5.79
56377.61,-5.89
56425.6,-6.29
56474.97,-6.39
56525.7,-6.99
56578.72,-7.39
56633.58,-6.39
56684.11,-6.39
56734.66,-7.19
56788.98,-7.39
56843.66,-5.79
56893.26,-7.69
56948.4,-6.39
57000.04,-6.39
57049.55,-5.59
57097.11,-5.89
57145.92,-7.19
57197.99,-5.69
57246.61,-6.09
57295.21,-6.19
57344.52,-6.29
57393.95,-5.69
57441.39,-5.49
57487.95,-6.69
57539.34,-5.59
57586.31,-6.19
57636.03,-5.39
57681.91,-5.19
57727.23,-5.59
57772.52,-4.39
57816.89,-5.89
57862.46,-5.29
57908.76,-5.39
57953.9,-4.79
57997.37,-4.29
58039.02,-4.99
58082.88,-3.99
58124.02,-4.79
58166.32,-4.59
58211.71,-6.79
58260.4,-5.69
58308.32,-4.99
58353.21,-4.79
58397.41,-5.49
58443.31,-5.69
58490.12,-4.89
58533.96,-4.29
58576.62,-5.99
58624.3,-6.19
58673.62,-5.89
58721.52,-5.29
58767.59,-5.19
58812.69,-4.99
58857.5,-5.09
58901.39,-4.29
58944.47,-5.59
58990.2,-4.29
59032.36,-4.99
59075.2,-3.39
59116.41,-5.09
59157.86,-4.09
59199.42,-3.89
59239.87,-4.89
59283.47,-4.69
59327.15,-5.39
59371.3,-3.79
59412.37,-3.59
59452.11,-4.19
59492.79,-4.49
59534.86,-4.69
59577.29,-3.89
59618.91,-4.89
59661.82,-4.79
59706.03,-5.09
59750.33,-4.79
59794.35,-4.89
59838.43,-4.79
59882.17,-4.69
59925.3,-4.39
59967.62,-4.39
60011.64,-6.09
60055.88,-3.49
60098.79,-5.19
60142.68,-5.29
60188.67,-6.29
60238.74,-5.09
60283.93,-3.79
60325.15,-5.29
60370.16,-5.49
60416.6,-5.19
60462.12,-4.79
60508.09,-6.09
60556.23,-5.89
60603.56,-4.29
60647.65,-4.89
60691.46,-4.89
60735.82,-4.69
60780.1,-6.29
60829.5,-5.29
60876.66,-5.79
60924.57,-5.59
60973.0,-6.19
61023.12,-6.29
61073.68,-5.89
61122.82,-5.59
61171.66,-6.49
61222.13,-5.89
61271.19,-5.19
61318.93,-6.19
61367.92,-5.69
61415.91,-4.99
61461.53,-4.79
61507.53,-6.19
61556.01,-5.89
61605.86,-6.19
61656.52,-6.49
61707.34,-5.69
61756.12,-5.39
61804.14,-6.09
61854.32,-6.69
61905.46,-5.39
61954.7,-6.09
62003.83,-5.79
62053.36,-6.09
62103.43,-6.29
62154.48,-6.29
62205.55,-5.99
62257.05,-7.09
62310.51,-6.59
62363.1,-5.89
62413.98,-6.39
62465.75,-6.69
62518.77,-6.49
62571.2,-6.19
62622.91,-6.59
62675.68,-6.69
62729.62,-7.29
62786.31,-7.19
62842.99,-7.89
62902.05,-7.09
62958.61,-6.89
63013.77,-6.99
63069.18,-7.19
63125.52,-7.59
63183.74,-7.79
63243.56,-7.49
63300.73,-6.19
63355.27,-7.89
63413.71,-7.89
63474.03,-7.79
63534.1,-7.49
63592.26,-7.19
63650.02,-8.09
63711.55,-8.39
63774.4,-7.59
63833.86,-7.39
63892.85,-9.49
63960.85,-8.19
64025.16,-8.19
64087.83,-8.39
64151.11,-7.89
64213.04,-8.29
64275.57,-7.99
64337.41,-7.79
64397.55,-7.49
64454.43,-5.89
64506.12,-5.79
64557.63,-7.29
64611.23,-5.59
64664.57,-7.89
64721.55,-6.89
64777.68,-6.79
64832.61,-6.09
64884.15,-6.49
64937.45,-7.49
64996.66,-8.09
65057.54,-7.39
65116.96,-7.79
65177.35,-8.29
65240.5,-7.69
65300.45,-7.19
65359.1,-7.79
65419.54,-8.09
65481.62,-7.39
65540.73,-8.19
65602.83,-7.29
65663.05,-8.29
65725.72,-7.99
65788.09,-7.79
65849.3,-7.89
65909.3,-6.69
65965.74,-6.79
66022.88,-8.79
66087.94,-7.39
66147.48,-7.99
66208.99,-7.69
66270.34,-8.19
66333.24,-8.39
66397.72,-7.79
66460.48,-8.59
66524.7,-7.49
66584.99,-7.99
66647.98,-8.39
66712.84,-8.59
66778.52,-7.79
66840.67,-8.29
66905.41,-8.59
66971.49,-8.49
67037.45,-8.19
67102.17,-8.89
67168.94,-8.19
67233.83,-8.19
67297.33,-7.89
67359.89,-8.09
67421.87,-6.89
67480.23,-8.79
67546.31,-7.69
67608.18,-7.49
67669.24,-8.29
67733.09,-8.29
67797.21,-7.59
67858.85,-8.09
67922.29,-8.69
67988.89,-7.89
68052.18,-8.49
68117.46,-8.29
68182.92,-8.49
68248.79,-7.89
68312.25,-7.99
68375.73,-8.49
68441.36,-7.89
68503.09,-6.89
68562.52,-8.19
68625.52,-8.19
68690.27,-8.39
68753.66,-6.19
68811.41,-7.99
68872.2,-7.69
68934.06,-7.39
68994.38,-8.19
69059.06,-8.69
69126.57,-8.59
69194.12,-8.39
69258.69,-6.89
69317.97,-7.19
69376.24,-6.99
69434.29,-6.69
69490.74,-7.29
69549.45,-6.89
69608.06,-7.69
69668.66,-7.29
69729.24,-8.59
69795.61,-8.09
69860.4,-8.09
69925.31,-8.89
69993.61,-7.99
70059.09,-8.79
70126.72,-7.89
70190.94,-8.39
70256.85,-8.09
70321.97,-7.99
70386.3,-6.39
70441.96,-7.69
70503.59,-7.99
70566.64,-7.49
70627.33,-6.09
70681.65,-6.69
70738.15,-6.39
70793.77,-7.09
70852.49,-7.39
70911.81,-6.69
70969.32,-6.89
71026.38,-6.49
71082.35,-6.89
71139.64,-5.99
71192.71,-5.79
71245.63,-6.69
71300.48,-5.49
71352.49,-5.89
71404.3,-5.79
71456.12,-5.59
71505.91,-4.39
71553.57,-5.19
71601.38,-4.79
71649.08,-4.79
71695.91,-4.19
71741.35,-4.69
71787.89,-4.69
71834.8,-5.19
71883.7,-4.59
71930.99,-6.89
71988.23,-6.49
72042.79,-4.39
72090.59,-6.29
72144.12,-5.59
72195.73,-5.39
72246.05,-5.19
72295.62,-5.19
72345.94,-6.19
72399.98,-6.39
72454.86,-5.99
72508.79,-6.09
72561.27,-5.09
72612.29,-5.89
72664.46,-5.99
72717.86,-5.89
72771.23,-6.19
72825.47,-6.09
72879.55,-5.79
72932.45,-6.29
72987.59,-6.49
73043.64,-6.09
73099.45,-7.29
73157.88,-6.29
73214.86,-6.79
73272.08,-6.49
73329.41,-7.49
73391.34,-8.09
73456.01,-7.09
73517.59,-7.39
73579.0,-7.49
73641.57,-7.39
73703.0,-6.89
73762.34,-6.79
73820.99,-6.89
73879.61,-6.69
73937.23,-6.39
73993.81,-6.89
74051.31,-5.79
74105.98,-6.09
74159.93,-5.79
74213.14,-5.69
74266.97,-6.79
74322.88,-5.39
74375.91,-6.29
74430.98,-5.69
74483.98,-6.59
74540.68,-4.79
74590.27,-6.19
74644.3,-5.49
74696.36,-5.49
74747.86,-5.39
74799.5,-5.89
74851.99,-5.29
74903.27,-5.19
74951.8,-3.49
74997.11,-4.69
75043.82,-4.79
75092.02,-4.79
75140.15,-4.09
75185.66,-4.99
75234.73,-3.79
75278.93,-4.29
75325.48,-5.09
75374.07,-4.19
75420.76,-4.39
75467.02,-4.19
75512.52,-3.69
75555.73,-2.79
75597.69,-3.89
75640.88,-3.29
75683.32,-3.69
75727.63,-4.79
75775.55,-4.59
75823.27,-4.49
75871.12,-4.99
75919.84,-4.59
75968.84,-5.39
76018.51,-4.39
76068.18,-5.89
76120.52,-5.49
76172.84,-5.09
76223.53,-5.09
76273.91,-5.19
76324.91,-5.39
76376.4,-5.29
76428.02,-5.89
76482.08,-5.89
76536.7,-5.49
76589.41,-6.19
76645.12,-5.79
76700.38,-6.69
76757.64,-6.09
76814.8,-6.89
76874.26,-7.19
76936.16,-6.69
76994.91,-5.99
77051.18,-6.29
77107.0,-5.69
77161.16,-5.59
77215.8,-6.79
77273.68,-6.19
77330.61,-5.99
77386.21,-5.39
77438.53,-5.59
77492.7,-7.39
77552.72,-5.29
77607.9,-6.29
77662.61,-5.39
77716.32,-5.69
77770.63,-6.49
77827.92,-6.29
77885.04,-5.99
77940.52,-6.19
77996.55,-5.49
78050.09,-5.39
78102.57,-5.29
78154.91,-5.39
78208.31,-6.09
78261.71,-4.49
78313.07,-5.69
78364.95,-5.09
78416.56,-4.99
78467.89,-5.59
78521.75,-6.39
78578.66,-5.79
78633.6,-5.79
78688.48,-6.39
78746.24,-6.39
78803.99,-6.09
78860.46,-5.69
78915.77,-5.99
78971.27,-5.79
79026.43,-5.89
79081.77,-5.29
79134.23,-5.49
79187.91,-5.99
79243.13,-4.99
79294.77,-5.09
79347.52,-6.69
79405.48,-5.99
79460.71,-4.59
79511.75,-4.89
79562.65,-5.49
79615.38,-5.49
79667.91,-4.69
79718.61,-4.99
79769.12,-4.79
79818.84,-4.29
79867.15,-4.39
79916.73,-5.69
79968.85,-4.79
80020.01,-4.99
80070.88,-4.99
80123.39,-6.49
80180.29,-4.39
80229.9,-5.39
80282.46,-4.49
80331.76,-5.59
80385.85,-3.79
80431.56,-4.19
80478.94,-4.09
80526.63,-4.89
80576.62,-4.29
80626.0,-5.59
80678.79,-4.09
80727.32,-5.29
80778.62,-3.59
80824.3,-3.39
80870.02,-4.89
80919.0,-4.49
80968.71,-4.79
81019.16,-5.09
81070.61,-4.79
81120.88,-4.19
81169.23,-4.29
81217.17,-4.29
81263.82,-3.19
81310.66,-5.29
81359.41,-3.99
81408.61,-4.69
81456.76,-3.69
81504.16,-4.29
81552.0,-4.59
81601.12,-4.39
81649.99,-4.39
81698.53,-4.19
81746.21,-3.69
81792.51,-3.99
81839.52,-4.49
81888.4,-3.79
81934.86,-3.99
81982.23,-4.89
82033.02,-4.09
82080.88,-4.79
82131.63,-4.59
82181.58,-4.09
82229.51,-4.79
82280.34,-4.99
82331.91,-4.39
82380.91,-3.99
82427.73,-3.29
82472.42,-3.69
82518.77,-4.59
82567.8,-4.59
82616.7,-3.69
82663.56,-3.69
82709.46,-3.69
82755.88,-4.09
82800.9,-1.99
82842.87,-3.49
82886.74,-2.69
82928.98,-3.59
82973.68,-3.39
83018.3,-3.29
83063.79,-4.39
83110.54,-3.59
83157.38,-3.89
83202.98,-3.09
83248.05,-4.09
83294.14,-3.19
83338.54,-3.29
83382.31,-2.29
83422.87,-2.49
83464.11,-2.99
83505.55,-2.29
83547.02,-2.89
83589.23,-3.19
83632.83,-2.39
83674.56,-3.69
83718.79,-2.89
83760.27,-1.19
83800.29,-3.09
83841.72,-2.89
83884.49,-2.09
83924.55,-2.79
83966.59,-3.09
84009.7,-2.99
84052.41,-2.49
84094.57,-3.29
84137.89,-1.79
84177.27,-2.79
84218.01,-1.79
84257.71,-1.99
84296.64,-2.09
84336.02,-2.09
84375.5,-1.79
84413.95,-1.59
84453.42,-2.99
84494.84,-2.69
84537.19,-2.89
84580.09,-3.29
84623.62,-2.09
84665.84,-3.39
84708.8,-2.89
84752.11,-2.69
84794.62,-2.99
84837.49,-1.79
84876.48,-1.79
84917.51,-3.99
84961.11,-2.69
85005.39,-3.19
85048.65,-2.69
85090.98,-1.69
85130.3,-3.39
85174.18,-2.59
85217.63,-3.39
85261.08,-2.59
85305.68,-4.19
85351.32,-3.09
85396.8,-3.49
85442.43,-3.69
85488.73,-2.69
85531.59,-2.79
85575.11,-3.59
85620.25,-3.09
85665.11,-3.29
85709.41,-2.89
85752.76,-2.59
85795.44,-3.09
85839.48,-3.59
85885.66,-4.29
85935.09,-3.49
85980.7,-2.49
86024.36,-4.59
86073.3,-3.89
86121.38,-3.59
86168.39,-3.89
86216.18,-4.09
86264.16,-3.49
86309.02,-1.89
86352.66,-4.09
86398.8,-3.89
86446.87,-3.69
86494.41,-3.89
86542.64,-4.49
86592.29,-3.19
86638.54,-4.29
86688.13,-4.19
86737.78,-4.19
86787.34,-3.69
86834.85,-3.99
86883.52,-4.69
86935.41,-4.49
86986.69,-4.49
87037.86,-4.49
87088.73,-3.79
87136.91,-3.99
87185.7,-4.29
87235.64,-3.59
87282.97,-5.09
87336.99,-4.49
87388.33,-4.49
87439.8,-4.59
87491.29,-4.19
87541.98,-5.09
87595.56,-4.89
87649.53,-5.19
87704.74,-5.49
87761.21,-5.59
87816.4,-3.99
87868.45,-5.29
87922.59,-4.99
87977.27,-5.29
88032.79,-4.59
88084.86,-5.79
88142.62,-4.89
88197.85,-5.89
88256.55,-6.39
88318.63,-6.79
88383.18,-6.99
88448.07,-5.79
88506.76,-4.69
88562.36,-5.89
88620.66,-6.29
88681.59,-5.69
88740.26,-6.09
88799.31,-4.79
88856.26,-6.69
88916.37,-5.09
88974.01,-6.19
89034.55,-5.79
89093.06,-5.29
89149.34,-5.09
89204.38,-4.99
89260.06,-5.89
89318.27,-5.79
89376.96,-5.19
89433.2,-6.19
89493.46,-5.09
89549.95,-5.69
89608.51,-6.29
89668.38,-4.99
89724.59,-5.39
89781.33,-5.49
89838.76,-4.99
89893.27,-4.49
89946.24,-4.89
89999.58,-4.39
90052.15,-4.79
90104.93,-4.39
90158.63,-5.69
90215.65,-5.59
90273.29,-4.89
90328.54,-5.39
90385.3,-5.39
90441.7,-3.89
90492.44,-4.19
90543.15,-4.39
90594.62,-4.09
90645.51,-4.29
90697.11,-4.49
90750.59,-5.49
90807.3,-5.39
90863.12,-3.99
90915.37,-4.49
90967.26,-4.49
91020.08,-4.79
91073.23,-3.99
91123.22,-3.19
91171.09,-4.29
91221.95,-4.69
91275.23,-4.69
91329.07,-4.69
91382.74,-4.69
91436.36,-3.29
91483.52,-5.69
91542.13,-5.09
91598.14,-4.59
91651.52,-4.19
91705.36,-6.09
91764.38,-5.89
91824.88,-5.69
91884.26,-5.49
91942.38,-5.19
91998.96,-4.89
92053.54,-4.19
92105.98,-4.39
92158.95,-4.99
92213.77,-4.99
92268.78,-4.39
92323.24,-5.89
92382.71,-4.99
92439.02,-5.59
92497.57,-5.19
92554.62,-5.09
92612.16,-5.99
92670.22,-3.49
92721.45,-4.19
92773.16,-4.89
92828.09,-5.29
92885.65,-5.49
92943.5,-4.59
92998.18,-4.99
93053.48,-4.89
93108.11,-4.19
93161.2,-4.59
93214.59,-4.59
93268.62,-4.59
93323.03,-5.09
93379.07,-5.09
93435.85,-4.89
93491.38,-4.59
93544.41,-3.39
93594.31,-4.49
93647.24,-4.89
93701.73,-4.19
93754.65,-4.39
93806.23,-3.49
93857.85,-5.19
93911.53,-3.99
93964.18,-4.19
94015.96,-4.19
94067.8,-4.09
94119.95,-4.69
94174.41,-5.29
94231.96,-3.89
94282.84,-4.59
94337.06,-4.39
94390.84,-4.89
94445.28,-3.69
94495.81,-3.49
94545.12,-3.89
94595.27,-3.79
94645.7,-4.09
94698.17,-5.19
94753.67,-4.29
94807.5,-4.19
94858.19,-2.79
94907.84,-4.79
94959.98,-3.99
95012.06,-3.69
95062.84,-4.09
95114.25,-4.09
95166.09,-3.99
95217.15,-3.59
95267.15,-3.69
95316.7,-3.39
95365.71,-3.49
95416.2,-4.89
95469.23,-3.29
95519.38,-3.89
95570.52,-4.69
95624.09,-3.49
95674.61,-4.19
95726.84,-4.19
95779.69,-4.29
95833.01,-5.39
95891.26,-3.99
95943.16,-3.19
95990.86,-1.99
96034.3,-2.29
96078.5,-3.39
96126.66,-2.69
96172.8,-2.89
96219.9,-3.69
96269.16,-3.39
96318.35,-3.39
96367.91,-4.09
96420.04,-4.59
96474.5,-4.19
96527.83,-4.29
96581.32,-4.59
96636.26,-4.19
96689.59,-4.19
96742.89,-4.59
96797.04,-3.79
96849.39,-4.29
96902.67,-4.49
96955.92,-3.49
97007.56,-4.19
97060.35,-4.59
97112.5,-2.49
97161.55,-3.99
97213.34,-5.09
97268.57,-3.39
97320.02,-4.09
97371.57,-3.59
97421.61,-2.99
97470.19,-3.89
97521.49,-4.49
97575.64,-4.09
97628.37,-2.89
97676.96,-5.09
97734.15,-4.39
97788.51,-3.99
97840.47,-3.09
97890.0,-4.69
97944.13,-3.49
97995.8,-3.99
98047.46,-3.49
98098.49,-3.99
98150.33,-3.89
98203.81,-4.99
98257.59,-2.79
98308.66,-4.39
98360.12,-3.49
98411.25,-3.59
98461.47,-3.49
98511.74,-3.59
98562.05,-3.39
98613.05,-4.29
98666.07,-4.09
98718.46,-3.09
98769.04,-4.69
98823.55,-3.99
98876.77,-4.09
98929.8,-2.69
98977.05,-3.39
99027.08,-3.99
99079.98,-4.39
99134.75,-4.29
99188.97,-3.99
99241.41,-3.09
99290.93,-3.69
99341.69,-3.39
99392.99,-4.69
99446.69,-2.89
99497.91,-4.59
99551.45,-3.89
99604.64,-3.79
99655.86,-2.99
99706.0,-3.89
99756.17,-2.89
99806.5,-4.09
99859.19,-4.59
99914.62,-4.39
99969.56,-3.79
100022.7,-4.49
100078.0,-3.69
100130.2,-4.89
100187.5,-3.59
100239.6,-3.89
100292.3,-3.89
100346.4,-5.09
100404.3,-4.79
100462.1,-4.39
100517.7,-3.89
100571.7,-4.49
100627.5,-4.29
100682.6,-3.89
100735.6,-3.39
100786.9,-4.39
100841.6,-3.39
100893.1,-3.39
100944.0,-3.79
100996.3,-3.79
101050.0,-4.79
101105.3,-3.49
101159.0,-4.29
101212.4,-3.49
101264.4,-3.29
101315.7,-4.09
101368.7,-3.59
101420.4,-3.09
101470.8,-3.99
101523.7,-3.69
101576.4,-3.99
101630.0,-2.99
101679.2,-3.89
101732.4,-3.19
101782.8,-4.19
101837.7,-3.79
101890.8,-3.69
101943.1,-3.49
101994.9,-3.49
102046.1,-3.09
102097.6,-4.39
102152.1,-4.09
102207.6,-4.39
102263.3,-4.09
102317.9,-3.49
102370.1,-3.59
102421.8,-2.99
102471.4,-2.79
102520.2,-3.29
102569.2,-1.99
102615.8,-2.69
102664.1,-3.69
102715.3,-3.09
102766.8,-4.09
102820.4,-3.69
102873.8,-3.89
102927.6,-3.29
102979.0,-3.89
103032.8,-3.59
103085.2,-3.59
103137.6,-3.49
103190.2,-4.19
103245.4,-3.79
103299.4,-3.59
103352.3,-3.49
103405.4,-4.09
103461.7,-5.39
103522.1,-3.99
103577.9,-4.09
103633.3,-4.39
103690.1,-4.09
103745.8,-3.99
103801.7,-4.69
103858.4,-3.49
103913.8,-4.69
103971.9,-4.79
104031.6,-4.79
104091.0,-4.49
104148.6,-3.99
104206.0,-5.19
104266.5,-4.99
104327.8,-5.39
104390.8,-4.49
104451.9,-6.19
104518.5,-5.99
104585.9,-5.49
104651.7,-6.59
104721.8,-6.19
104790.8,-5.69
104858.0,-6.49
104927.9,-5.09
104991.1,-6.09
105057.6,-4.99
105120.7,-5.49
105184.8,-4.99
105246.5,-4.89
105309.1,-5.99
105375.8,-5.39
105439.3,-3.89
105496.7,-4.89
105557.3,-5.19
105619.6,-4.79
105680.4,-4.79
105740.7,-4.59
105800.8,-4.99
105861.8,-4.49
105921.1,-3.89
105977.3,-4.19
106034.6,-4.19
106091.7,-3.89
106148.4,-4.39
106206.5,-4.29
106263.6,-3.29
106318.1,-4.19
106375.0,-4.79
106435.8,-4.89
106496.8,-4.19
106555.0,-4.09
106612.7,-4.49
106671.6,-4.19
106729.5,-3.99
106786.1,-4.09
106843.4,-4.19
106901.6,-4.49
106961.0,-4.59
107021.0,-4.49
107080.6,-4.59
107139.7,-2.89
107192.9,-3.79
107248.5,-4.19
107305.2,-3.49
107360.7,-3.79
107416.7,-3.89
107473.1,-3.29
107526.9,-3.29
107580.4,-3.49
107634.9,-2.99
107687.4,-3.29
107740.4,-2.69
107791.7,-2.89
107842.9,-2.39
107893.1,-3.09
107945.6,-3.49
108001.4,-4.49
108060.6,-4.19
108119.8,-3.99
108177.6,-3.39
108232.5,-4.19
108291.0,-3.69
108348.3,-4.39
108408.1,-4.69
108469.7,-4.39
108530.6,-4.29
108591.1,-5.19
108655.0,-4.39
108717.1,-4.89
108780.4,-4.29
108841.2,-4.99
108905.0,-4.99
108969.6,-4.99
109034.1,-5.69
109102.8,-5.59
109171.8,-5.79
109241.8,-5.89
109312.3,-5.79
109382.6,-5.99
109454.2,-6.29
109527.4,-6.29
109602.2,-6.99
109680.2,-5.79
109751.7,-6.39
109825.8,-5.99
109898.4,-6.39
109972.2,-5.89
110044.3,-6.69
110120.0,-5.89
110192.4,-5.99
110265.6,-7.29
110344.6,-5.79
110416.7,-5.39
110485.3,-5.79
110555.8,-5.59
110625.6,-4.99
110692.9,-6.59
110767.2,-5.39
110836.8,-5.19
110904.1,-5.19
110971.2,-5.19
111038.5,-4.99
111104.3,-4.59
111169.8,-6.19
111242.3,-5.29
111309.7,-3.89
111371.5,-4.99
111437.6,-6.09
111509.7,-5.29
111578.8,-5.19
111645.8,-4.09
111708.8,-4.79
111773.4,-4.89
111839.6,-4.89
111906.3,-5.29
111974.4,-5.09
112041.5,-4.49
112106.2,-4.99
112172.1,-4.49
112236.4,-4.59
112301.8,-5.19
112369.1,-4.69
112434.9,-4.69
112499.2,-3.89
112562.1,-5.49
112630.9,-5.49
112700.6,-4.49
112766.5,-5.19
112834.4,-4.99
112901.0,-4.19
112965.5,-5.19
113033.6,-5.29
113102.8,-5.09
113171.1,-4.99
113238.7,-4.59
113305.1,-5.19
113373.9,-5.49
113443.7,-4.29
113508.5,-4.49
113573.2,-4.99
113641.3,-5.49
113711.2,-4.49
113777.0,-3.99
113839.8,-4.79
113905.2,-3.89
113967.5,-3.69
114028.1,-4.29
114092.0,-4.69
114157.9,-4.59
114223.6,-4.39
114288.2,-3.99
114350.8,-3.99
114414.3,-4.99
114481.9,-3.19
114539.8,-3.59
114599.9,-3.89
114661.0,-3.49
114721.6,-4.29
114785.7,-4.59
114850.8,-3.69
114912.4,-3.39
114972.7,-4.69
115038.0,-3.29
115097.2,-3.09
115154.5,-2.89
115211.3,-3.19
115268.9,-3.09
115326.3,-2.89
115382.7,-2.89
115438.7,-2.09
115492.4,-3.19
115549.5,-2.99
115607.2,-3.19
115664.9,-2.99
115721.5,-2.09
115775.0,-3.19
115832.9,-3.39
115892.4,-3.39
115951.3,-2.79
116008.3,-2.89
116063.7,-1.69
116115.9,-1.99
116168.2,-2.59
116223.3,-2.99
116280.5,-2.29
116334.5,-2.59
116388.7,-1.09
116438.7,-2.79
116493.4,-2.09
116547.1,-2.29
116599.8,-1.39
116651.8,-2.79
116706.1,-2.29
116760.9,-2.49
116815.8,-2.39
116870.3,-2.09
116923.4,-1.79
116975.4,-2.49
117030.3,-2.79
117086.7,-1.79
117138.9,-1.59
117190.8,-2.79
117246.1,-1.89
117299.3,-1.79
117352.5,-2.79
117407.0,-1.59
117459.7,-1.99
117513.4,-3.29
117570.6,-1.79
117623.2,-0.99
117672.2,-1.49
117722.0,-1.29
117771.7,-1.49
117821.9,-1.29
117871.8,-1.89
117923.8,-1.69
117975.5,-1.49
118025.8,-0.79
118073.9,-1.59
118124.8,-1.99
118177.4,-0.59
118224.4,-1.09
118272.7,-0.69
118320.4,-1.29
118370.1,-1.89
118421.0,-0.29
118467.8,-0.89
118515.0,-0.79
118562.6,-0.89
118610.1,-0.59
118656.4,0.01
118702.3,-0.99
118749.8,-1.09
118798.0,-0.49
118845.2,-0.69
118892.3,-0.69
118939.0,0.11
118983.7,-0.79
119031.4,-0.79
119079.2,0.11
119123.7,-0.69
119170.4,-0.19
119217.0,-1.19
119265.7,-0.99
119312.4,1.01
119355.4,0.41
119396.8,0.81
119439.1,-0.29
119484.3,-1.19
119533.7,-0.09
119579.1,-0.69
119626.6,-0.99
119675.3,0.11
119719.9,0.11
119763.6,0.31
119808.3,-0.79
119854.4,-0.19
119901.1,-0.59
119947.9,-0.69
119995.2,-0.39
120041.4,0.41
120085.5,-0.59
