Year(BP),Temperature Anomoly
26581.49,-9.19
26522.86,-9.39
26465.99,-9.09
26411.77,-8.29
26357.99,-8.29
26302.84,-8.69
26246.9,-8.89
26191.61,-8.79
26137.34,-8.29
26082.39,-8.79
26027.78,-8.49
25972.1,-8.79
25915.9,-8.89
25859.16,-8.99
25801.77,-9.09
25746.37,-8.79
25694.95,-7.89
25647.04,-6.89
25590.59,-8.99
25534.4,-8.99
25480.47,-8.19
25426.39,-8.69
25374.23,-7.89
25322.35,-7.99
25269.07,-8.29
25213.75,-8.59
25156.38,-9.49
25101.2,-8.39
25046.53,-8.49
24990.36,-8.79
24933.76,-9.29
24879.57,-8.29
24827.18,-8.19
24776.05,-7.79
24725.54,-7.49
24674.71,-7.89
24624.01,-7.79
24573.24,-7.59
24521.67,-8.19
24469.82,-7.89
24416.28,-8.29
24361.53,-9.19
24309.14,-7.69
24257.7,-8.09
24207.11,-7.89
24158.06,-7.09
24108.39,-7.69
24059.27,-7.29
24007.74,-7.99
23953.99,-8.39
23899.51,-8.59
23846.27,-8.29
23792.44,-8.49
23739.11,-8.29
23684.28,-8.89
23631.87,-7.89
23577.54,-8.79
23525.28,-8.09
23474.73,-7.59
23422.32,-8.29
23370.9,-7.99
23322.37,-7.29
23267.09,-8.79
23211.74,-8.89
23160.82,-7.69
23106.9,-8.59
23051.48,-8.89
22996.85,-8.69
22943.51,-8.29
22890.31,-8.49
22838.3,-7.99
22786.38,-8.29
22737.29,-7.39
22687.95,-7.59
22637.38,-7.89
22584.03,-8.49
22528.09,-8.99
22474.54,-8.49
22424.06,-7.79
22370.11,-8.59
22315.23,-8.99
22268.46,-6.79
22219.58,-7.49
22168,-8.09
22112.96,-8.89
22057.73,-8.89
22007,-7.89
21957.29,-7.59
21905.04,-8.39
21852.85,-8.09
21797.84,-8.99
21745.4,-8.29
21692.99,-8.39
21640.87,-8.29
21589.17,-8.19
21538.3,-7.89
21485.53,-8.49
21432.43,-8.49
21380.06,-8.39
21328.79,-8.19
21279.14,-7.69
21228.45,-7.79
21174.34,-9.09
21120.63,-8.59
21067.57,-8.59
21015.33,-8.39
20963.82,-8.09
20911.56,-8.69
20861.58,-7.59
20810.76,-8.29
20760.07,-7.89
20708.48,-8.29
20654.81,-8.69
20599.62,-9.29
20547.7,-8.39
20499.04,-7.39
20450.41,-7.69
20400.13,-7.79
20347.11,-8.79
20293.16,-9.09
20240.29,-8.29
20186.7,-9.09
20133.78,-8.49
20081.68,-8.59
20030.29,-7.99
19978.42,-8.79
19927.88,-7.79
19878.93,-8.39
19831.18,-6.69
19782.12,-8.19
19731.97,-8.39
19682.4,-7.39
19630.14,-8.79
19577.27,-9.29
19527.59,-7.29
19477.28,-8.19
19425.37,-8.99
19375.06,-7.69
19324.6,-8.59
19274.81,-7.89
19224.53,-8.19
19173.54,-8.49
19123.08,-8.09
19071.69,-8.79
19023.72,-7.39
18974.5,-8.09
18927.18,-7.59
18872.55,-9.19
18822.08,-8.29
18771.38,-8.39
18721.36,-8.19
18671.15,-8.29
18620.91,-8.29
18571.87,-8.09
18523.66,-7.79
18474.59,-8.09
18425.09,-8.09
18374.23,-8.49
18322.73,-8.69
18272.6,-8.39
18224.53,-7.69
18176.12,-7.79
18126.67,-8.59
18079.06,-7.79
18032.2,-6.99
17983.29,-8.59
17933.08,-8.39
17883.11,-8.39
17833.5,-8.39
17785.68,-7.99
17739.56,-7.29
17692.32,-7.99
17647.04,-7.29
17601.29,-7.39
17554,-8.29
17510.53,-6.29
17467.55,-7.49
17424.3,-6.29
17381.22,-7.29
17338.46,-6.69
17295.87,-6.59
17249.87,-7.89
17205.5,-7.09
17161.89,-6.99
17119.2,-7.09
17076.79,-6.29
17032.33,-7.69
16993.2,-5.69
16953.46,-5.99
16913.68,-6.29
16873.32,-5.89
16831.21,-6.99
16792.74,-5.79
16754.66,-5.59
16716.73,-5.69
16678.96,-5.69
16642.97,-4.99
16605.38,-5.29
16567.49,-6.29
16530.58,-5.09
16495.13,-4.99
16459.91,-4.99
16424.58,-4.79
16387.08,-5.69
16349.64,-5.79
16313.09,-5.39
16277.79,-4.89
16242.43,-4.79
16207.54,-5.59
16172.96,-4.29
16138.01,-5.09
16103.8,-4.69
16070.16,-4.49
16037.26,-4.19
16004.4,-4.49
15971.69,-4.19
15939.49,-4.29
15906.34,-3.69
15872.64,-5.29
15839.68,-4.09
15806.53,-4.89
15773.44,-4.29
15742.04,-4.09
15710.08,-3.69
15677.61,-4.59
15644.29,-4.69
15611.07,-4.49
15577.98,-4.59
15545.07,-4.39
15512.55,-4.69
15480.43,-4.09
15450.4,-3.69
15420.67,-3.29
15391.33,-3.49
15362.43,-3.09
15333.82,-2.99
15302.84,-4.09
15272.49,-4.09
15244.15,-3.49
15215.44,-1.29
15186.5,-4.49
15158.07,-3.19
15129.83,-2.99
15102.19,-2.59
15074.44,-3.29
15046.54,-2.99
15018.36,-2.59
14990.06,-3.39
14960.48,-3.99
14930.62,-3.19
14900.26,-3.89
14870.37,-4.39
14840.77,-3.19
14812.63,-3.59
14784.63,-2.49
14756.86,-3.19
14730.19,-3.19
14704.38,-1.69
14676,-2.79
14646.96,-4.29
14622.47,-1.49
14598.07,-1.99
14574.16,-1.49
14550.38,-1.69
14527.75,-1.19
14505.15,-0.99
14481.38,0.01
14457.61,-3.19
14432.36,-2.49
14407.18,-1.99
14382.58,-1.79
14357.42,-2.29
14329.59,-3.49
14302.23,-3.09
14275.41,-2.99
14250.33,-2.29
14226.09,-1.69
14201.13,-1.89
14175.93,-2.49
14148.01,-3.29
14119.86,-3.69
14092.36,-3.69
14064.75,-2.19
14037.02,-4.09
14010.23,-2.09
13983.71,-3.49
13955.25,-3.79
13926.49,-3.29
13897.16,-4.09
13867.48,-4.09
13837.9,-4.09
13809.46,-3.89
13781.72,-2.99
13754.68,-3.49
13728.88,-1.79
13703.44,-3.09
13674.7,-3.99
13645.57,-3.59
13615.99,-4.19
13586.92,-4.39
13558.31,-3.39
13531.74,-3.19
13505.31,-2.69
13479.07,-2.69
13452.33,-3.69
13425.26,-2.99
13398.8,-2.59
13372.14,-3.39
13343.15,-3.79
13314.27,-4.29
13285.52,-3.69
13258.74,-3.19
13231.96,-2.99
13203.45,-3.69
13174.67,-4.19
13145.6,-3.89
13118.71,-3.49
13091.92,-2.69
13064.09,-3.89
13035.36,-3.19
13005.67,-4.69
12976.72,-4.39
12948.35,-3.29
12921.18,-3.49
12893.23,-2.99
12864.74,-4.29
12835.74,-3.79
12806.51,-4.29
12776.93,-3.99
12748.27,-4.59
12720.11,-2.99
12693.26,-3.29
12667.44,-3.19
12643.06,-1.89
12617.15,-2.29
12589.96,-4.09
12563.36,-2.59
12536.99,-3.59
12511.99,-3.39
12487.29,-1.39
12463.55,-2.79
12439.79,-1.29
12415.97,-1.79
12391.95,-2.99
12367.59,-2.09
12342.4,-2.19
12316.33,-3.59
12292.12,-2.09
12268.74,-1.79
12246.06,-2.19
12223.64,-1.09
12201.78,-1.19
12180.18,-0.89
12157.84,-1.79
12134.95,-1.99
12112.76,-0.99
12091.15,-1.29
12069.53,-1.09
12047.92,-1.29
12026.32,-1.09
12004.76,-1.69
11983.74,-0.49
11965.2,0.91
11946.65,-0.09
11927.82,0.31
11908.9,-0.49
11890.1,0.81
11871.56,-0.29
11853,0.81
11834,-0.29
11814.94,0.61
11795.52,-0.39
11775.73,-0.39
11755.96,-0.19
11736.43,-0.59
11716.89,0.01
11699.46,1.01
11682.49,1.51
11665.35,0.91
11647.41,1.21
11629.47,0.41
11610.21,0.01
11590.17,-0.89
11570.64,0.01
11552.26,-0.99
11533.87,1.81
11515.88,2.01
11497.97,-0.19
11479.32,0.41
11458.97,0.11
11438.66,-1.39
11420.86,0.41
11403.05,0.91
11385.03,1.21
11366.75,1.11
11348.46,-0.19
11327.94,-0.89
11307.21,-0.69
11286.99,0.21
11266.98,-0.39
11247.62,-0.79
11229.33,0.61
11211.04,1.01
11192.46,0.41
11173.84,0.61
11154.43,0.01
11133.8,-1.09
11113.43,-0.29
11094.99,1.01
11076.54,0.31
11057.12,-0.09
11037.14,-0.69
11017.64,0.11
10999.35,0.91
10981.06,0.41
10961.68,0.31
10941.96,-0.29
10922.1,-0.39
10902.03,-0.39
10882.1,-0.19
10863.82,-0.09
10845.53,1.51
10826.74,0.41
10807.53,0.11
10788.29,0.01
10768.78,-0.29
10749.26,0.11
10730.86,0.51
10712.87,-0.59
10695,2.71
10677.63,0.61
10660.25,1.01
10642.79,1.81
10625.24,1.11
10607.69,0.91
10587.91,-0.89
10567.66,-0.09
10547.85,0.11
10528.44,-0.69
10508.99,0.91
10489.25,-1.19
10469.49,0.71
10450.89,0.41
10432.72,0.51
10414.13,1.21
10393.66,-0.79
10373.17,-0.49
10354.35,0.41
10335.81,1.01
10317.44,0.11
10299.41,0.51
10281.36,1.01
10263.03,2.01
10244.61,0.61
10226.17,-0.59
10207.63,0.91
10189.08,0.41
10170.45,0.91
10151.77,0.81
10133.06,-0.19
10114.15,0.21
10095.23,0.91
10075.91,-0.39
10056.38,-0.09
10037.01,0.71
10018.16,-0.09
9999.3,1.21
9979.749,-0.99
9959.943,0.31
9939.991,0.41
9919.782,-1.89
9899.614,1.11
9882.042,1.91
9864.468,0.41
9846.604,1.01
9828.199,0.51
9809.781,0.51
9791.381,1.61
9772.984,0.11
9754.333,0.41
9734.715,-0.69
9715.084,0.41
9696.102,1.31
9677.29,-0.29
9658.117,0.51
9638.001,-0.59
9617.873,0.21
9597.31,-1.49
9576.697,0.01
9557.529,1.01
9539.378,0.81
9521.216,0.71
9501.828,0.11
9482.432,0.31
9462.91,-0.09
9443.281,0.01
9423.548,0.21
9403.109,0.41
9382.67,-1.09
9362.87,-0.49
9343.245,-0.09
9323.562,1.01
9303.779,0.61
9283.995,-0.99
9262.73,0.41
9241.38,-1.49
9220.104,-2.09
9198.86,0.01
9177.966,0.01
9157.478,-0.69
9136.964,-0.19
9116.334,-0.49
9095.704,-0.19
9075.583,-1.09
9055.576,0.31
9035.325,0.51
9014.738,-0.69
8994.151,-0.39
8973.557,-0.39
8952.951,-0.49
8932.276,0.21
8911.578,-0.49
8890.352,-1.19
8868.483,-1.59
8846.82,0.01
8825.771,-0.89
8804.723,-0.39
8782.645,-1.09
8760.521,-1.19
8739.234,-0.29
8718.178,-0.69
8697.32,-0.79
8676.666,0.41
8656.156,-1.09
8636.364,-0.39
8616.572,0.81
8594.592,-0.29
8571.916,-2.39
8550.515,-0.49
8529.921,-0.29
8508.848,-0.39
8486.604,-0.99
8464.215,-1.49
8440.775,-1.29
8417.416,-1.99
8395.654,-0.89
8373.885,-0.89
8352.133,-1.09
8330.382,-0.99
8308.546,-0.39
8286.65,-1.29
8263.984,-0.89
8240.224,-1.89
8216.665,-2.19
8193.481,-1.69
8170.839,-0.99
8149.741,-0.29
8128.643,-0.79
8105.279,-2.69
8081.878,-0.49
8059.149,-1.79
8036.476,-0.89
8014.495,-1.09
7992.713,-0.89
7971.929,-0.69
7951.993,-0.19
7931.912,0.61
7910.917,0.01
7889.915,-1.09
7868.053,-1.09
7846.01,-0.69
7825.636,-1.69
7806.7,0.81
7787.057,1.11
7765.226,-0.79
7743.395,-1.49
7723.785,0.81
7704.087,-0.09
7683.428,-0.49
7661.42,-1.39
7640.308,-0.79
7621.172,1.21
7602.029,-0.39
7582.571,1.01
7563.298,-0.59
7543.294,0.31
7521.442,-0.59
7499.581,-1.49
7478.614,-1.19
7457.3,0.11
7435.148,-1.39
7412.495,-1.49
7390.416,-0.69
7368.109,-1.79
7346.564,-0.49
7327.17,1.21
7308.123,-0.09
7286.294,-1.09
7263.706,-1.29
7241.901,-1.49
7219.957,-0.59
7197.088,-0.99
7172.653,-2.69
7149.687,-1.59
7128.452,-0.09
7107.219,-0.89
7086.444,-0.79
7065.288,-0.39
7043.986,-0.69
7022.629,-1.09
7001.862,0.01
6981.003,-0.19
6960.178,-0.89
6940.131,-0.49
6919.705,-0.39
6900.514,1.31
6882.303,0.01
6863.65,1.01
6842.567,-0.29
6821.476,-0.79
6800.074,-0.89
6777.976,-0.99
6756.85,-1.19
6737.232,0.01
6717.217,0.51
6696.223,0.91
6675.613,-1.69
6654.114,-1.19
6632.398,0.01
6610.998,-1.99
6589.1,-0.49
6567.575,-0.99
6548.256,-0.19
6528.572,1.11
6507.348,-1.09
6485.799,-1.49
6464.951,0.11
6445.656,1.01
6426.706,-0.19
6405.572,-0.49
6384.196,-1.09
6362.943,-0.09
6341.096,-1.29
6319.849,-1.09
6300.342,0.01
6280.476,0.51
6259.763,-0.99
6239.261,-0.39
6218.59,0.31
6198.542,-0.49
6178.139,-0.29
6158.061,-0.69
6138.343,1.01
6118.461,-1.29
6098.723,0.71
6079.269,0.31
6058.818,-0.59
6038.733,-0.19
6018.945,0.21
5999.476,0.71
5980.031,-0.29
5958.378,-1.29
5936.72,-0.49
5916.514,-0.69
5896.115,-0.29
5876.713,0.51
5857.825,0.81
5839.274,0.51
5820.458,-0.79
5801.663,1.21
5783.149,1.11
5764.035,-0.49
5745.263,1.61
5725.564,-0.59
5705.844,0.81
5685.76,-0.79
5665.678,0.01
5645.956,0.11
5625.928,-0.49
5606.294,0.31
5586.492,-0.09
5567.914,1.41
5548.994,0.21
5528.154,-0.59
5505.312,-1.99
5483.554,-1.09
5462.486,0.11
5441.759,-1.09
5419.297,-0.89
5397.244,-1.89
5377.271,0.71
5358.3,0.21
5339.041,-0.09
5320.341,0.91
5301.296,0.01
5281.809,0.91
5261.212,-0.09
5241.007,-1.19
5220.527,0.01
5200.425,-0.29
5181.065,0.41
5162.511,0.81
5143.911,0.71
5124.103,0.41
5104.659,0.01
5084.561,-0.09
5064.538,-0.79
5044.142,0.51
5023.971,-0.09
5003.803,-0.19
4983.706,-0.49
4964.337,-0.29
4944.966,1.11
4925.329,0.51
4906.053,0.11
4886.938,0.01
4867.695,0.41
4848.799,0.81
4828.386,-0.19
4807.201,-0.99
4786.405,-0.19
4765.613,-0.09
4744.443,-1.09
4724.971,-0.59
4705.503,1.11
4685.918,-0.19
4665.821,0.01
4646.086,0.11
4626.514,-0.39
4606.959,0.41
4586.851,0.31
4566.824,0.21
4546.795,-0.69
4526.883,-0.29
4506.99,-0.59
4487.643,0.91
4468.793,-0.29
4450.283,1.51
4430.602,0.51
4410.467,-0.79
4390.536,-0.19
4371.293,0.21
4352.055,0.41
4331.952,0.11
4311.389,-0.89
4291.295,-0.39
4273.049,1.51
4254.808,-0.09
4235.912,1.41
4216.299,0.81
4196.69,-1.39
4177.41,0.61
4158.16,0.21
4138.935,-0.29
4119.779,-0.49
4100.982,0.91
4081.742,1.01
4062.473,-0.99
4043.189,0.91
4023.769,0.91
4004.712,-0.49
3985.184,-0.49
3965.551,0.51
3946.279,-0.29
3926.29,-0.09
3906.291,-0.39
3886.813,0.01
3867.16,0.81
3847.506,-0.79
3828.24,-0.59
3808.621,0.41
3789.41,0.21
3770.297,1.21
3750.828,-1.49
3732.356,1.41
3713.807,1.51
3695.606,-0.89
3677.719,1.11
3659.503,0.71
3641.569,0.31
3623.431,0.91
3605.297,1.01
3586.616,-0.59
3566.928,0.21
3547.602,-0.19
3528.914,0.21
3510.318,1.41
3491.67,-0.99
3472.768,0.51
3454.226,0.11
3434.932,-0.09
3415.309,-0.39
3395.691,-0.19
3375.293,0.11
3355.269,-1.39
3335.292,-0.59
3315.728,0.81
3296.536,-0.99
3276.601,-0.69
3257.018,0.51
3237.115,-1.69
3217.67,-0.69
3198.229,0.71
3177.139,-1.19
3156.241,-0.79
3136.864,-1.39
3119.333,1.31
3101.805,1.01
3083.797,0.71
3065.873,0.01
3047.953,0.21
3029.481,0.21
3010.929,-0.39
2992.287,0.11
2973.25,-0.79
2954.216,-0.29
2935.475,0.41
2916.62,0.61
2898.493,-0.89
2880.88,-0.59
2863.372,0.11
2845.188,1.21
2828.377,1.21
2811.569,1.41
2794.765,0.11
2777.985,1.01
2761.538,0.91
2745.035,1.01
2727.333,1.31
2709.281,-0.79
2691.426,-0.09
2673.049,-0.49
2654.309,-0.09
2636.503,0.11
2619.218,0.91
2601.936,0.41
2584.294,-0.69
2566.453,0.61
2548.615,-0.09
2530.991,1.01
2513.759,-0.39
2496.178,0.21
2477.49,-0.59
2459.158,-0.59
2440.054,0.01
2420.419,-0.69
2400.787,-1.89
2381.69,-0.89
2363.171,-0.79
2344.158,-0.59
2324.155,-1.39
2304.155,-1.99
2285.687,0.21
2268.024,-0.29
2250.719,0.31
2233.749,0.91
2216.423,0.21
2199.454,-0.39
2181.506,-0.39
2162.928,-0.99
2144.764,-0.29
2127.17,-0.59
2109.946,0.51
2092.459,-0.69
2075.403,-0.69
2058.349,1.71
2041.366,-0.89
2023.194,0.01
2005.404,-0.99
1987.929,-0.69
1970.831,-0.29
1953.737,0.21
1936.711,-0.39
1921.089,0.01
1905.122,0.01
1888.512,1.81
1871.526,-0.99
1854.906,0.41
1837.917,-0.99
1820.513,-0.99
1802.735,0.31
1785.877,-1.39
1769.379,0.61
1753.243,0.11
1736.397,-0.09
1719.291,-0.49
1701.843,-0.79
1685.574,0.41
1669.896,0.41
1653.893,-1.19
1637.175,0.81
1620.539,-0.79
1603.929,-1.09
1587.755,0.31
1571.892,0.11
1556.402,-0.89
1540.486,0.91
1524.834,-0.19
1509.198,-0.49
1493.617,-0.29
1478.122,-0.89
1462.64,1.11
1447.451,-0.39
1431.53,-0.69
1415.617,-0.49
1399.806,0.01
1385.811,-0.09
1371.821,0.91
1357.836,1.61
1344.162,-0.09
1330.151,0.91
1315.817,0.21
1302.045,1.21
1287.152,-0.29
1272.603,-0.09
1258.053,0.31
1243.449,0.41
1229.273,0.61
1215.092,-0.49
1201.327,0.91
1187.738,1.01
1173.811,0.91
1160.21,-0.29
1146.385,-0.89
1132.48,1.61
1118.228,-0.49
1104.135,0.71
1089.481,-0.79
1075.176,-0.69
1060.862,0.41
1046.723,1.01
1032.268,0.21
1018.508,-0.89
1004.288,-0.39
989.8635,-0.39
975.4282,0.41
960.9822,-0.69
947.0249,-0.49
932.2836,-0.69
917.8998,-0.99
903.5693,0.91
889.3285,-1.39
875.4421,0.61
861.5453,-0.99
848.7663,1.51
836.5675,1.21
824.3588,0.91
812.1401,0.61
798.9567,0.01
785.8553,0.31
772.3893,-0.19
759.2383,-0.09
744.6373,-0.89
729.5808,-1.39
715.2436,-0.99
700.6882,-0.49
686.6481,-0.59
672.1189,-0.59
657.9103,-0.99
644.5452,0.31
631.65,1.01
619.1082,1.51
606.2219,-0.79
593.5725,-0.89
580.9313,1.41
568.3494,-0.79
555.8396,0.71
542.6268,1.31
529.475,-0.39
516.0368,-0.89
503.0865,-2.39
490.3924,0.41
478.2794,-0.79
466.2551,-0.59
454.3007,0.11
442.5554,0.21
430.4257,-1.69
418.6733,0.21
407.2843,-0.09
395.2021,-0.49
382.9111,-1.49
370.9679,-0.89
358.6178,-0.69
346.8579,0.01
335.5896,-0.59
323.9099,-0.39
312.545,-1.19
301.1585,0.21
289.4143,-0.29
277.9812,-1.39
266.864,-0.09
255.6953,0.01
244.8395,0.71
233.9967,0.81
223.471,0.41
212.5394,-2.39
202.293,0.51
191.8325,-1.19
181.7194,-0.69
171.2088,0.31
160.6797,1.01
150.1377,-0.39
139.9534,0.41
129.3916,-1.09
119.2176,-0.59
109.8195,0.81
99.70485,-0.49
90.43857,0.01
81.72349,0.01
73.05573,-0.39
64.43646,0.31
55.20552,3.01
47.00211,1.81
38.51757,0.91
30.70987,0.91
22.27284,0.91
13.52999,0.91
5.447842,0.91
-3.2703,0.91
-11.01305,0.91
-17.78422,0.91
-24.55278,0.91
-31.64156,0.91
-37.44019,0.91
-43.55977,0.91
-50,0.91
-51,4.86
-53,1.86
-54,5.36
-60,3.16
-61,5.56
-62,3.96
-63,4.86
-64,4.46
-67,4.46
-68,4.66
-69,5.56
-70,5.46
-72,5.86
