GasAge,CH4mean
37893,481.0
38045,526.0
38237,443.0
38421,440.0
38797,455.0
39020,441.0
39176,450.0
39373,444.0
39591,427.0
39754,419.0
39791,419.0
39808,411.0
39997,424.0
40031,422.0
40052,414.0
40162,442.0
40211,448.0
40219,440.0
40294,450.0
40371,429.0
40425,420.0
40636,413.0
40649,419.0
40804,426.0
40848,447.0
40860,422.0
40951,433.0
41058,420.0
41069,434.0
41110,433.0
41166,442.0
41223,457.0
41257,465.0
41265,462.0
41351,465.0
41370,465.0
41461,467.0
41687,458.0
41927,414.0
42051,429.0
42163,416.0
42296,415.0
42496,456.0
42679,446.0
42839,471.0
42884,470.0
43036,486.0
43119,482.0
43345,463.0
43437,437.0
43590,415.0
43863,411.0
44162,431.0
44403,427.0
44675,469.0
44989,462.0
45234,490.0
45414,467.0
45698,487.0
45877,499.0
46214,497.0
46339,514.0
46549,499.0
46745,493.0
46988,440.0
47188,432.0
47221,441.0
47471,425.0
47668,437.0
47952,453.0
48173,414.0
48678,435.0
48939,461.0
49257,464.0
49488,434.0
49716,452.0
49890,492.0
50192,470.0
50441,489.0
50622,493.0
50921,510.0
51144,515.0
51427,544.0
51621,517.0
51883,531.0
52120,527.0
52349,567.0
52532,543.0
52814,529.0
52989,530.0
53199,535.0
53432,513.0
53689,438.0
53872,438.0
54100,437.0
54403,462.0
54831,476.0
55085,514.0
55288,461.0
55592,466.0
55796,534.0
55807,483.0
56316,546.0
56592,550.0
56790,543.0
56843,554.0
57256,542.0
57536,515.0
57721,520.0
57993,561.0
58158,554.0
58391,502.0
58610,523.0
58880,454.0
59054,442.0
59366,435.0
59590,425.0
59865,443.0
60049,426.0
60341,430.0
60548,425.0
60812,412.0
60848,437.0
61051,432.0
61647,431.0
61957,439.0
62202,430.0
62556,444.0
62819,444.0
63203,468.0
63432,484.0
63767,489.0
64017,434.0
64350,440.0
64654,462.0
64984,461.0
65259,457.0
65615,476.0
65926,444.0
66255,461.0
66489,449.0
66818,459.0
67076,453.0
67432,471.0
67732,480.0
68036,451.0
68279,456.0
68684,474.0
68976,460.0
69360,462.0
69586,450.0
69933,490.0
70171,473.0
70445,470.0
70633,475.0
70866,482.0
71098,449.0
71353,431.0
71611,432.0
71891,432.0
72209,457.0
72529,453.0
72854,448.0
73125,452.0
73433,451.0
73685,461.0
73916,469.0
74157,467.0
74391,477.0
74631,461.0
74885,416.0
75139,415.0
75425,424.0
75712,438.0
75972,422.0
76241,466.0
76529,442.0
76796,442.0
77056,472.0
77317,475.0
77594,450.0
77885,463.0
78150,477.0
78366,487.0
78646,497.0
78911,512.0
79147,515.0
79398,515.0
79626,536.0
79874,563.0
80104,535.0
80322,550.0
80570,549.0
80802,548.0
81076,584.0
81284,576.0
81524,595.0
81741,571.0
81983,606.0
82212,617.0
82418,616.0
82640,622.0
82866,629.0
83067,631.0
83277,560.0
83511,515.0
83739,485.0
83972,465.0
84225,464.0
84461,445.0
84701,450.0
84949,443.0
85205,452.0
85441,454.0
85766,429.0
85946,425.0
86208,468.0
86472,429.0
86726,448.0
87004,446.0
87340,480.0
87614,507.0
87901,502.0
88201,508.0
88509,501.0
88778,494.0
89061,494.0
89322,476.0
89581,463.0
90114,445.0
90400,447.0
90694,461.0
90962,437.0
91238,432.0
91552,448.0
91797,447.0
92063,437.0
92346,437.0
92612,442.0
92892,439.0
93431,436.0
93683,442.0
93941,434.0
94198,454.0
94457,436.0
94701,453.0
94963,442.0
95236,435.0
95488,453.0
95759,464.0
96021,486.0
96298,479.0
96557,495.0
96826,501.0
97085,491.0
97346,487.0
97622,505.0
97884,506.0
98145,511.0
98393,512.0
98666,524.0
98942,526.0
99223,526.0
99492,525.0
99755,530.0
100024,530.0
100329,547.0
100619,537.0
100899,547.0
101169,538.0
101431,542.0
101691,511.0
102022,491.0
102245,509.0
102542,472.0
102843,470.0
103157,498.0
103458,515.0
103787,559.0
104104,573.0
104420,581.0
104724,602.0
105034,596.0
105364,572.0
105699,618.0
105992,601.0
106276,595.0
106548,591.0
106849,483.0
107157,445.0
107480,460.0
107818,464.0
108185,475.0
108577,486.0
108962,508.0
109311,495.0
109649,509.0
109993,502.0
110330,505.0
110670,492.0
110982,496.0
111309,473.0
111649,474.0
111985,456.0
112311,455.0
112633,464.0
112953,467.0
113334,451.0
113596,471.0
113887,471.0
114456,473.0
114729,474.0
115002,472.0
115265,501.0
115536,496.0
115813,501.0
116073,495.0
116338,504.0
116599,528.0
116842,544.0
117095,533.0
117340,546.0
117816,548.0
118036,545.0
118269,579.0
118509,565.0
118744,578.0
118963,579.0
119240,591.0
119412,567.0
119629,571.0
119842,566.0
120070,576.0
120273,568.0
120497,591.0
120713,613.0
120915,598.0
121123,601.0
121334,613.0
121536,610.0
121742,603.0
121947,609.0
122161,607.0
122357,608.0
122555,599.0
122767,607.0
123003,607.0
123182,608.0
123388,615.0
123589,616.0
123800,611.0
123998,614.0
124193,621.0
124390,622.0
124654,632.0
124822,627.0
125021,642.0
125225,642.0
125436,647.0
125634,656.0
125865,658.0
126059,650.0
126272,660.0
126487,640.0
126679,651.0
126856,650.0
127030,646.0
127228,670.0
127421,677.0
127596,681.0
127637,679.0
127774,692.0
127933,706.0
128108,715.0
128270,704.0
128423,722.0
128585,726.0
128750,644.0
128921,535.0
129097,537.0
129274,552.0
129445,551.0
129629,531.0
129806,515.0
130011,512.0
130233,499.0
130409,521.0
130640,518.0
130875,487.0
131113,493.0
131351,494.0
131624,479.0
131906,456.0
132208,461.0
132546,462.0
132876,460.0
133239,449.0
133603,506.0
133984,428.0
134389,436.0
134800,415.0
135302,404.0
135803,382.0
136372,409.0
136806,375.0
137525,395.0
137819,395.0
138451,406.0
138869,368.0
139405,432.0
139971,358.0
140518,342.0
141075,349.0
141618,359.0
142167,368.0
142777,375.0
143210,385.0
143799,401.0
144302,401.0
144834,375.0
145399,391.0
146029,402.0
146433,410.0
147048,421.0
147509,423.0
148034,471.0
148582,428.0
149190,433.0
149636,441.0
150126,404.0
150648,400.0
151183,432.0
151715,422.0
152361,426.0
152781,413.0
153338,402.0
153922,403.0
154465,393.0
155022,385.0
155565,407.0
156158,399.0
156783,422.0
157431,400.0
157997,410.0
158520,407.0
158998,440.0
159476,407.0
160008,415.0
160611,410.0
161339,424.0
161790,413.0
162321,442.0
162846,411.0
163365,417.0
163974,393.0
164549,384.0
165148,424.0
165733,433.0
166310,449.0
166907,479.0
167490,495.0
168011,496.0
168492,445.0
169001,478.0
169553,442.0
170163,448.0
170766,484.0
171347,480.0
172430,433.0
173139,456.0
173633,427.0
174186,457.0
174739,471.0
175341,466.0
176029,499.0
176674,547.0
177251,550.0
177778,542.0
178421,479.0
178919,483.0
179577,452.0
180220,490.0
181019,496.0
181564,496.0
182273,528.0
182915,530.0
183716,532.0
184208,514.0
184855,476.0
185543,459.0
186206,447.0
186912,437.0
187416,446.0
187931,462.0
188497,425.0
189023,423.0
189601,432.0
190259,470.0
191070,471.0
191602,496.0
192100,512.0
192692,503.0
193279,493.0
193915,472.0
194500,488.0
195063,530.0
195605,534.0
196104,548.0
196616,564.0
197115,589.0
197582,579.0
198036,598.0
198465,609.0
198904,668.0
199350,627.0
200348,539.0
200741,530.0
201294,539.0
201659,541.0
202163,466.0
202676,489.0
203252,436.0
203797,493.0
204351,462.0
204886,488.0
205376,490.0
205882,506.0
206351,487.0
206852,499.0
207340,513.0
207786,504.0
208353,515.0
208713,511.0
209153,532.0
209613,548.0
210053,565.0
210478,558.0
210904,579.0
211350,593.0
211802,577.0
212261,583.0
212692,586.0
213129,573.0
213588,574.0
214052,591.0
214519,561.0
214965,569.0
215431,506.0
215915,457.0
216402,480.0
216940,454.0
217166,443.0
217406,452.0
217642,445.0
217767,453.0
218168,460.0
218425,495.0
218683,461.0
218948,469.0
219216,489.0
219493,508.0
219775,538.0
220065,477.0
220376,484.0
220679,491.0
220988,488.0
221324,501.0
221644,495.0
221985,504.0
222288,528.0
222579,519.0
222929,543.0
223266,489.0
223602,464.0
223868,504.0
224332,476.0
224687,496.0
224900,516.0
225906,556.0
226256,532.0
226537,547.0
226713,547.0
227185,503.0
227532,504.0
227888,491.0
228247,517.0
228592,490.0
228942,471.0
229261,473.0
229421,464.0
229877,474.0
230181,506.0
230522,456.0
230864,417.0
231210,429.0
231405,431.0
231844,429.0
232135,433.0
232434,440.0
232761,434.0
233053,419.0
233327,429.0
233593,457.0
233874,430.0
234149,426.0
234431,433.0
234681,453.0
234937,519.0
235078,462.0
235427,478.0
235692,499.0
235920,508.0
236101,481.0
236390,512.0
236611,518.0
236862,529.0
236992,554.0
237108,543.0
237309,545.0
237432,548.0
237765,539.0
237874,565.0
237981,557.0
238109,554.0
238318,566.0
238415,550.0
238641,549.0
238754,588.0
238848,549.0
238948,559.0
239049,565.0
239154,579.0
239268,564.0
239490,566.0
239574,577.0
239661,562.0
239835,594.0
239934,597.0
240027,592.0
240213,601.0
240303,606.0
240391,599.0
240579,609.0
240671,616.0
240761,616.0
240937,611.0
241025,627.0
241104,623.0
241279,641.0
241378,661.0
241617,648.0
241690,667.0
241754,653.0
241907,673.0
241977,696.0
242046,680.0
242198,594.0
242278,523.0
242356,539.0
242510,521.0
242597,515.0
242673,519.0
242833,525.0
242923,542.0
243346,538.0
243438,558.0
243706,546.0
243922,541.0
244155,528.0
244385,528.0
244610,523.0
244850,519.0
245080,502.0
245222,503.0
245595,494.0
245884,475.0
246193,486.0
246532,513.0
246884,508.0
247073,545.0
247563,525.0
247861,525.0
248038,540.0
248528,473.0
248851,466.0
249179,408.0
249546,410.0
249907,413.0
250261,408.0
250620,432.0
251732,401.0
252157,395.0
252542,396.0
252930,401.0
253301,398.0
253688,426.0
253909,427.0
254442,420.0
254787,405.0
255154,442.0
255547,422.0
255966,448.0
256300,475.0
256693,466.0
257078,483.0
257440,465.0
257622,450.0
258163,493.0
258512,510.0
258891,496.0
259279,430.0
259671,473.0
260017,451.0
260406,434.0
260799,456.0
261157,452.0
261559,424.0
261948,443.0
262337,480.0
262745,482.0
263141,509.0
263462,462.0
263843,414.0
264223,417.0
264595,398.0
264978,415.0
265369,412.0
265793,422.0
266230,417.0
266629,384.0
267068,425.0
267517,414.0
267955,418.0
268396,454.0
268848,423.0
269298,454.0
269543,439.0
270202,460.0
270648,441.0
271117,458.0
271607,453.0
271832,445.0
272512,470.0
272783,451.0
273503,483.0
273948,467.0
274416,463.0
274884,475.0
275358,455.0
275824,479.0
276270,504.0
276674,467.0
277101,452.0
277549,480.0
277795,466.0
278456,428.0
278710,438.0
279313,420.0
279768,463.0
280147,455.0
280346,473.0
280893,462.0
281302,448.0
281732,457.0
282121,468.0
282511,425.0
282891,453.0
283253,471.0
283611,499.0
283986,509.0
284366,465.0
284733,477.0
285070,457.0
285431,470.0
285789,486.0
286136,495.0
286495,500.0
286838,507.0
287159,520.0
287495,529.0
287827,514.0
288126,521.0
288482,511.0
288833,532.0
289191,530.0
289525,531.0
289851,547.0
290168,524.0
291229,454.0
291633,459.0
292029,448.0
292388,453.0
292768,444.0
292959,454.0
293626,482.0
293866,521.0
294534,489.0
294795,501.0
295458,552.0
295665,564.0
296258,587.0
296466,524.0
297060,488.0
297265,505.0
297945,467.0
298185,491.0
298893,519.0
299091,518.0
299738,496.0
300122,518.0
300322,520.0
300921,459.0
301142,487.0
301824,453.0
302056,453.0
302617,456.0
302848,462.0
303432,466.0
303637,477.0
304262,491.0
304472,490.0
305047,498.0
305237,505.0
305802,451.0
306004,449.0
306638,459.0
306869,485.0
307556,459.0
307795,466.0
308450,478.0
308670,509.0
309322,467.0
309560,460.0
310196,461.0
310433,493.0
311027,470.0
311233,517.0
311862,515.0
312051,516.0
312673,522.0
312870,540.0
313386,548.0
313551,568.0
314110,553.0
314298,634.0
314855,618.0
315045,606.0
315565,598.0
315763,635.0
316289,607.0
316472,515.0
317027,465.0
317230,459.0
317801,445.0
318009,480.0
318620,481.0
318837,479.0
319461,478.0
319665,480.0
320268,498.0
320472,503.0
321023,521.0
321214,529.0
321731,519.0
321910,528.0
322406,519.0
322576,533.0
323064,544.0
323228,557.0
323672,593.0
323813,568.0
324241,580.0
324409,590.0
324841,612.0
324997,617.0
325417,626.0
325555,644.0
325950,633.0
326098,635.0
326487,611.0
326623,634.0
327027,644.0
327169,654.0
327563,642.0
327701,662.0
328082,657.0
328742,669.0
329179,636.0
329326,658.0
329727,643.0
329870,663.0
330242,621.0
330381,637.0
330755,615.0
330900,637.0
331288,636.0
331425,649.0
331782,673.0
332040,721.0
332149,726.0
332457,738.0
332576,776.0
332875,798.0
332988,797.0
333284,599.0
333504,590.0
333718,604.0
333839,607.0
334144,631.0
334286,652.0
334637,581.0
334778,597.0
335162,570.0
335310,566.0
335748,537.0
335946,531.0
336443,496.0
336652,504.0
337187,486.0
337414,486.0
338101,453.0
338565,445.0
338607,445.0
339122,465.0
339397,460.0
340210,449.0
340526,439.0
341491,395.0
341840,394.0
342836,370.0
343421,366.0
344111,375.0
344483,368.0
345351,374.0
345679,389.0
346608,391.0
347204,417.0
347852,403.0
348173,421.0
349046,459.0
349346,407.0
350169,392.0
350456,402.0
351426,414.0
351759,403.0
352646,397.0
353222,405.0
353844,395.0
354536,406.0
355205,403.0
355842,404.0
356504,420.0
357194,435.0
357857,431.0
358574,417.0
359202,418.0
359863,456.0
360513,415.0
361222,420.0
361842,466.0
362441,433.0
363043,487.0
363649,413.0
364269,449.0
364942,416.0
365577,460.0
366206,416.0
366850,403.0
367431,460.0
368074,422.0
368738,422.0
369324,444.0
369917,518.0
370497,508.0
371134,491.0
371763,502.0
372328,523.0
372893,540.0
373467,451.0
374092,445.0
374785,426.0
375451,426.0
376106,433.0
376706,445.0
377330,442.0
379119,494.0
379707,485.0
380256,548.0
380863,544.0
381423,548.0
381955,601.0
382547,587.0
383125,482.0
383713,536.0
384291,561.0
384857,553.0
385452,577.0
386030,594.0
386615,637.0
387178,531.0
387768,463.0
388422,452.0
389115,472.0
389771,568.0
390390,525.0
390975,506.0
391532,488.0
392145,489.0
392666,498.0
393193,485.0
393699,562.0
394196,550.0
394677,594.0
395128,585.0
395554,603.0
396057,594.0
396524,602.0
396914,590.0
397339,605.0
397761,600.0
398175,612.0
398595,608.0
399020,593.0
399415,580.0
399808,607.0
400204,607.0
400592,662.0
400979,628.0
401336,627.0
401709,633.0
402090,646.0
402455,642.0
402816,640.0
403179,653.0
403552,681.0
403901,664.0
404254,674.0
404665,661.0
405009,663.0
405368,659.0
405728,700.0
406069,708.0
406453,672.0
406823,691.0
407172,736.0
407544,710.0
407909,681.0
408310,695.0
408690,711.0
409065,714.0
409474,699.0
409870,710.0
410307,713.0
410739,701.0
411171,694.0
411611,700.0
412062,712.0
412582,659.0
413067,656.0
413561,690.0
414032,696.0
414576,677.0
415082,638.0
415568,639.0
415785,620.0
416037,623.0
416260,630.0
416571,633.0
417082,634.0
417257,671.0
417568,647.0
417763,668.0
418105,635.0
418316,658.0
418622,660.0
418890,655.0
419366,665.0
419675,687.0
419876,674.0
420241,695.0
420446,678.0
420742,699.0
421356,703.0
421565,684.0
421981,689.0
422157,672.0
422546,689.0
423019,660.0
423351,649.0
423826,622.0
424216,598.0
424408,604.0
424716,618.0
424884,605.0
424967,584.0
425174,498.0
425229,503.0
425613,508.0
426027,457.0
426397,463.0
426613,459.0
427082,465.0
427385,412.0
427851,418.0
428779,472.0
429133,406.0
429789,382.0
430033,380.0
430798,385.0
431194,394.0
431914,389.0
433070,392.0
434102,381.0
435315,381.0
436463,385.0
437658,395.0
438431,392.0
440096,405.0
440670,400.0
441876,438.0
443067,439.0
443533,439.0
444186,491.0
444582,427.0
445223,409.0
445762,452.0
446579,474.0
446931,506.0
447614,427.0
448688,389.0
449912,381.0
451101,384.0
452199,403.0
453424,426.0
453892,486.0
454686,468.0
455240,434.0
456011,412.0
457424,408.0
458891,398.0
460160,409.0
460717,424.0
461547,521.0
462090,463.0
462847,491.0
464250,448.0
465669,442.0
467070,491.0
467677,491.0
468380,430.0
469423,443.0
470473,482.0
471612,482.0
472626,440.0
473674,456.0
474732,475.0
475784,504.0
476772,517.0
477675,528.0
478702,496.0
479710,531.0
480085,504.0
480637,492.0
481552,504.0
482408,507.0
483277,516.0
484106,544.0
484920,543.0
485717,569.0
486455,583.0
487220,583.0
487933,615.0
488643,624.0
489384,588.0
490115,558.0
490830,584.0
491606,534.0
492388,501.0
493162,500.0
493943,517.0
494738,496.0
495513,514.0
496272,522.0
497010,516.0
497773,506.0
498527,509.0
499276,499.0
500018,496.0
500777,512.0
501571,522.0
502249,517.0
503038,515.0
503805,549.0
504480,566.0
505155,524.0
505949,579.0
506692,601.0
507400,573.0
508115,582.0
508907,557.0
509665,533.0
510442,520.0
511190,495.0
511926,487.0
512667,486.0
513397,488.0
514118,496.0
514805,507.0
515495,519.0
515758,483.0
516129,477.0
516404,501.0
516772,508.0
517417,507.0
518045,512.0
518672,499.0
520597,524.0
521261,522.0
521905,535.0
522590,516.0
523317,534.0
524078,518.0
524823,534.0
525585,538.0
526314,541.0
527090,529.0
527878,518.0
528194,520.0
528701,464.0
529574,441.0
530569,450.0
531630,420.0
532716,422.0
533851,458.0
534918,449.0
536138,490.0
537238,497.0
537729,467.0
538410,448.0
538935,415.0
539619,400.0
540796,391.0
541980,408.0
543191,405.0
544348,427.0
545449,418.0
546657,409.0
547534,390.0
548537,434.0
549454,456.0
550303,472.0
551097,477.0
551938,491.0
552320,443.0
552680,431.0
553319,471.0
553966,501.0
554580,519.0
555123,557.0
555614,578.0
556118,575.0
556728,531.0
557173,496.0
557673,443.0
558177,443.0
558695,468.0
559240,492.0
559761,501.0
560241,516.0
560450,511.0
560922,464.0
561403,484.0
561642,486.0
562088,497.0
562499,495.0
562919,532.0
563344,529.0
563731,554.0
564135,550.0
564522,579.0
564909,581.0
565285,589.0
565685,577.0
566058,627.0
566451,618.0
566839,626.0
567218,620.0
567592,603.0
567987,615.0
568380,613.0
568771,589.0
569159,590.0
569548,589.0
569947,588.0
570369,580.0
570766,597.0
571179,594.0
571602,610.0
572001,604.0
572425,614.0
572849,612.0
573262,613.0
573699,598.0
574147,620.0
574596,605.0
575047,600.0
575523,581.0
575989,589.0
576503,584.0
577002,597.0
577533,579.0
578050,602.0
578592,602.0
579149,618.0
579738,609.0
579954,521.0
580323,505.0
581064,484.0
581974,488.0
582906,482.0
586367,470.0
587546,451.0
588615,468.0
589836,480.0
590380,428.0
592154,483.0
593338,510.0
594462,539.0
595109,463.0
595900,448.0
597274,465.0
597934,496.0
598795,544.0
600231,534.0
601645,542.0
603066,526.0
604462,503.0
605857,533.0
607155,538.0
608425,578.0
608891,577.0
609587,583.0
610789,593.0
611955,620.0
613170,601.0
614353,620.0
615580,617.0
616953,611.0
618346,604.0
619680,602.0
621047,609.0
621696,627.0
622576,661.0
623180,618.0
624017,572.0
624596,573.0
625471,478.0
626020,474.0
627026,386.0
629090,356.0
631745,376.0
634297,361.0
636877,373.0
639599,373.0
642439,369.0
643184,386.0
644475,429.0
646656,429.0
648892,426.0
650677,414.0
652655,409.0
654481,397.0
656091,414.0
656807,398.0
657745,344.0
659404,359.0
661034,402.0
662524,384.0
664034,414.0
666218,376.0
666980,374.0
667590,365.0
668326,385.0
668792,390.0
669629,396.0
670915,489.0
671000,483.0
671226,439.0
671924,462.0
672332,471.0
673063,529.0
673438,512.0
674114,562.0
674408,564.0
675109,554.0
675540,551.0
676156,536.0
676548,455.0
676973,466.0
677292,464.0
677864,491.0
678186,495.0
678832,494.0
679099,500.0
679196,544.0
679736,460.0
680111,446.0
680556,466.0
680846,490.0
681417,482.0
681772,486.0
682389,505.0
682653,523.0
682727,543.0
683260,494.0
683567,498.0
684055,499.0
684386,504.0
684862,520.0
685699,508.0
685925,514.0
686391,521.0
686687,523.0
687424,538.0
687886,529.0
688154,527.0
688585,538.0
688848,542.0
689296,557.0
689559,540.0
689983,555.0
690280,549.0
690707,561.0
691366,584.0
691622,568.0
692035,570.0
692303,557.0
692700,596.0
692956,602.0
693366,590.0
694005,615.0
694263,629.0
694649,639.0
694905,635.0
695299,652.0
695571,632.0
695980,647.0
696229,643.0
696643,645.0
696918,624.0
697608,604.0
698047,605.0
698274,588.0
699132,604.0
699557,594.0
699872,566.0
700346,581.0
700665,578.0
701203,595.0
701531,571.0
702052,584.0
702463,594.0
702918,605.0
703327,582.0
703876,593.0
704208,588.0
704861,602.0
705337,585.0
705977,610.0
706402,610.0
707153,519.0
707599,505.0
708370,512.0
708854,521.0
709631,611.0
709759,568.0
710141,556.0
710951,591.0
711569,573.0
712365,588.0
713010,597.0
713738,593.0
714189,577.0
715115,570.0
715650,531.0
716463,435.0
717195,399.0
717963,403.0
718635,392.0
719642,408.0
720533,401.0
721258,491.0
721921,515.0
722972,566.0
723688,560.0
724373,581.0
724920,478.0
725869,561.0
726495,504.0
727180,541.0
727707,531.0
728453,559.0
728873,530.0
729754,551.0
730243,545.0
731027,538.0
731442,512.0
732146,537.0
732461,521.0
733159,525.0
733648,530.0
734194,519.0
734588,520.0
