 Gasage  (yr  BP)   , CO2  (ppmv) , Location 
 17534.589 , 192.37047527166976 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17561.459 , 192.6236483930915 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17586.251 , 196.96328822867957 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17612.004 , 195.79039289658348 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17637.878 , 193.21020619774924 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17665.057 , 194.3760035369042 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17691.214 , 191.51895944996556 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17717.049 , 189.52313905154722 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17743.75 , 190.41145637495399 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17769.713 , 191.7049630706334 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17797.574 , 187.25256339861124 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17825.432 , 191.20739896471937 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17854.603 , 189.51763426245728 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17880.995 , 190.2606131810841 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17907.158 , 191.7237910053392 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17935.988 , 188.54215704394005 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17965.825 , 188.6564989836098 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 17992.042 , 188.9556833468375 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18024.45 , 187.78531136917942 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18050.092 , 187.7267726989902 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18081.597 , 188.64072093684447 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18110.627 , 188.59044595252618 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18139.755 , 184.87510819689115 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18173.163 , 189.01145740964958 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18201.792 , 185.64837724764448 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18232.181 , 188.87750852438725 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18264.682 , 188.52153443206024 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18295.805 , 189.03208526365853 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18324.393 , 187.12107228232756 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18360.352 , 188.73157502184154 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18391.159 , 188.2127161368506 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18422.425 , 188.46984987600774 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18457.829 , 187.44688100668245 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18486.591 , 187.08794749517838 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18519.994 , 187.6657005045612 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18582.943 , 188.57060817148658 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18677.396 , 193.90294365325792 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18747.045 , 191.27099266967372 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18803.635 , 192.9746062473733 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18835.152 , 188.43646889385016 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18866.913 , 188.49917580509657 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 18993.816 , 192.7099140092297 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 19152.786 , 191.08550485764974 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 19282.155 , 191.58428202340798 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 19442.725 , 191.51661846127155 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 19568.151 , 188.95303905155185 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 19629.493 , 191.41876528996985 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 19791.188 , 193.60063929670704 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 19883.882 , 196.05515178135056 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 20018.696 , 193.72302093582547 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 20213.307 , 190.47301770392272 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 20407.601 , 189.99022495118814 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 20536.804 , 193.92595404672443 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 20666.489 , 187.76130879373025 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 20828.392 , 192.65750201107113 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 20964.428 , 190.87078412905063 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 21067.69 , 188.40117180397905 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 21212.702 , 190.05178294941018 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 21345.184 , 187.24278170075527 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 21562.853 , 185.22605259203294 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 21790.593 , 187.9571766507431 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 21913.629 , 190.7825043804128 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 22055.594 , 187.38113959770786 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 22230.886 , 191.27052755302162 , WAIS  (Marcott  et  al.,  2014)  minus  4  ppmv  (see  text) 
 22292.199999999997 , 187.2242115241 , Siple  Dome  (Ahn  et  al.,  2014) 
 22347.600000000002 , 187.0216472475 , Siple  Dome  (Ahn  et  al.,  2014) 
 22550.100000000002 , 184.67921815 , Siple  Dome  (Ahn  et  al.,  2014) 
 22604.1 , 185.207494535 , Siple  Dome  (Ahn  et  al.,  2014) 
 22650.8 , 188.4866056205 , Siple  Dome  (Ahn  et  al.,  2014) 
 22749.300000000003 , 190.01358890950002 , Siple  Dome  (Ahn  et  al.,  2014) 
 22833.6 , 186.13368892427502 , Siple  Dome  (Ahn  et  al.,  2014) 
 22994.0 , 189.397339585125 , Siple  Dome  (Ahn  et  al.,  2014) 
 23013.8 , 190.53007546182502 , Siple  Dome  (Ahn  et  al.,  2014) 
 23107.3 , 190.08050149462503 , Siple  Dome  (Ahn  et  al.,  2014) 
 23185.0 , 188.6041093398 , Siple  Dome  (Ahn  et  al.,  2014) 
 23276.7 , 197.67188495834998 , Siple  Dome  (Ahn  et  al.,  2014) 
 23358.4 , 193.532820435975 , Siple  Dome  (Ahn  et  al.,  2014) 
 23445.2 , 186.77935625474998 , Siple  Dome  (Ahn  et  al.,  2014) 
 23600.5 , 187.98535915199997 , Siple  Dome  (Ahn  et  al.,  2014) 
 23873.8 , 183.12944747075 , Siple  Dome  (Ahn  et  al.,  2014) 
 24077.699999999997 , 184.6823772 , Siple  Dome  (Ahn  et  al.,  2014) 
 24269.8 , 186.726894870075 , Siple  Dome  (Ahn  et  al.,  2014) 
 24643.6 , 180.565516782075 , Siple  Dome  (Ahn  et  al.,  2014) 
 25163.6 , 180.69369987574999 , Siple  Dome  (Ahn  et  al.,  2014) 
 25351.1 , 182.66041686875002 , Siple  Dome  (Ahn  et  al.,  2014) 
 25543.600000000002 , 183.37891829900002 , Siple  Dome  (Ahn  et  al.,  2014) 
 25786.0 , 186.541161542 , Siple  Dome  (Ahn  et  al.,  2014) 
 26016.000000000004 , 184.51815170625 , Siple  Dome  (Ahn  et  al.,  2014) 
 26254.499999999996 , 184.57168235580002 , Siple  Dome  (Ahn  et  al.,  2014) 
 26315.000000000004 , 183.7673068405 , Siple  Dome  (Ahn  et  al.,  2014) 
 26460.7 , 186.0128248 , Siple  Dome  (Ahn  et  al.,  2014) 
 26537.1 , 185.5131813934 , Siple  Dome  (Ahn  et  al.,  2014) 
 26703.699999999997 , 185.43660435787498 , Siple  Dome  (Ahn  et  al.,  2014) 
 26857.8 , 186.43114764435 , Siple  Dome  (Ahn  et  al.,  2014) 
 26954.9 , 188.08462820879998 , Siple  Dome  (Ahn  et  al.,  2014) 
 27042.0 , 187.3935686286 , Siple  Dome  (Ahn  et  al.,  2014) 
 27084.800000000003 , 186.271358966325 , Siple  Dome  (Ahn  et  al.,  2014) 
 27170.199999999997 , 194.928153007 , Siple  Dome  (Ahn  et  al.,  2014) 
 27280.100000000002 , 190.0614572262 , Siple  Dome  (Ahn  et  al.,  2014) 
 27441.9 , 191.95313370887501 , Siple  Dome  (Ahn  et  al.,  2014) 
 27502.800000000003 , 191.23379793375 , Siple  Dome  (Ahn  et  al.,  2014) 
 27549.7 , 191.5337587855875 , Siple  Dome  (Ahn  et  al.,  2014) 
 27586.399999999998 , 191.95350057714998 , Siple  Dome  (Ahn  et  al.,  2014) 
 27661.3 , 191.46001174245 , Siple  Dome  (Ahn  et  al.,  2014) 
 27687.0 , 192.712370759625 , Siple  Dome  (Ahn  et  al.,  2014) 
 27714.1 , 190.6078690615 , Siple  Dome  (Ahn  et  al.,  2014) 
 27718.6 , 189.304523923175 , Siple  Dome  (Ahn  et  al.,  2014) 
 27820.7 , 187.586392521325 , Siple  Dome  (Ahn  et  al.,  2014) 
 27866.399999999998 , 190.5849616488 , Siple  Dome  (Ahn  et  al.,  2014) 
 27885.0 , 189.27849064935 , Siple  Dome  (Ahn  et  al.,  2014) 
 27927.1 , 188.98634898427503 , Siple  Dome  (Ahn  et  al.,  2014) 
 27973.2 , 189.286787345625 , Siple  Dome  (Ahn  et  al.,  2014) 
 28097.3 , 189.95757968037498 , Siple  Dome  (Ahn  et  al.,  2014) 
 28214.1 , 191.816137593 , Siple  Dome  (Ahn  et  al.,  2014) 
 28271.6 , 191.59419376510002 , Siple  Dome  (Ahn  et  al.,  2014) 
 28369.699999999997 , 192.63389865615 , Siple  Dome  (Ahn  et  al.,  2014) 
 28413.9 , 189.156744422 , Siple  Dome  (Ahn  et  al.,  2014) 
 28426.9 , 189.6458701976 , Siple  Dome  (Ahn  et  al.,  2014) 
 28577.399999999998 , 193.10010418009998 , Siple  Dome  (Ahn  et  al.,  2014) 
 28626.4 , 192.8154242622 , Siple  Dome  (Ahn  et  al.,  2014) 
 28724.3 , 193.80250764615002 , Siple  Dome  (Ahn  et  al.,  2014) 
 28841.9 , 193.8897968002 , Siple  Dome  (Ahn  et  al.,  2014) 
 28902.7 , 192.68758991725 , Siple  Dome  (Ahn  et  al.,  2014) 
 28948.6 , 193.25940327540002 , Siple  Dome  (Ahn  et  al.,  2014) 
 29008.9 , 192.8724796734 , Siple  Dome  (Ahn  et  al.,  2014) 
 29150.699999999997 , 192.26433856792502 , Siple  Dome  (Ahn  et  al.,  2014) 
 29205.3 , 188.0966829643 , Siple  Dome  (Ahn  et  al.,  2014) 
 29249.600000000002 , 192.39141674277 , Siple  Dome  (Ahn  et  al.,  2014) 
 29323.899999999998 , 191.0119519104 , Siple  Dome  (Ahn  et  al.,  2014) 
 29366.1 , 189.82870639425 , Siple  Dome  (Ahn  et  al.,  2014) 
 29410.2 , 189.2132558424 , Siple  Dome  (Ahn  et  al.,  2014) 
 29609.199999999997 , 189.24251845 , Siple  Dome  (Ahn  et  al.,  2014) 
 29681.2 , 189.77280474485 , Siple  Dome  (Ahn  et  al.,  2014) 
 29742.8 , 191.28441196185 , Siple  Dome  (Ahn  et  al.,  2014) 
 29837.800000000003 , 190.9669244527 , Siple  Dome  (Ahn  et  al.,  2014) 
 29952.100000000002 , 191.375496743275 , Siple  Dome  (Ahn  et  al.,  2014) 
 29999.0 , 191.5673410079 , Siple  Dome  (Ahn  et  al.,  2014) 
 30101.5 , 188.2467783878 , Siple  Dome  (Ahn  et  al.,  2014) 
 30181.7 , 188.475316491 , Siple  Dome  (Ahn  et  al.,  2014) 
 30277.9 , 186.51738769949998 , Siple  Dome  (Ahn  et  al.,  2014) 
 30312.699999999997 , 185.98864642130002 , Siple  Dome  (Ahn  et  al.,  2014) 
 30400.5 , 184.2981804458 , Siple  Dome  (Ahn  et  al.,  2014) 
 30528.800000000003 , 182.936081584225 , Siple  Dome  (Ahn  et  al.,  2014) 
 30712.999999999996 , 187.14328122450002 , Siple  Dome  (Ahn  et  al.,  2014) 
 30775.699999999997 , 190.33222284570002 , Siple  Dome  (Ahn  et  al.,  2014) 
 31105.2 , 187.999563507075 , Siple  Dome  (Ahn  et  al.,  2014) 
 31356.4 , 188.4753253155 , Siple  Dome  (Ahn  et  al.,  2014) 
 31524.100000000002 , 189.94686495800002 , Siple  Dome  (Ahn  et  al.,  2014) 
 31792.100000000002 , 193.71283854975002 , Siple  Dome  (Ahn  et  al.,  2014) 
 31818.4 , 192.9276430365 , Siple  Dome  (Ahn  et  al.,  2014) 
 31933.899999999998 , 192.507154839675 , Siple  Dome  (Ahn  et  al.,  2014) 
 32026.9 , 193.3257604058 , Siple  Dome  (Ahn  et  al.,  2014) 
 32079.599999999995 , 193.90502757875 , Siple  Dome  (Ahn  et  al.,  2014) 
 32147.499999999996 , 196.41665588339998 , Siple  Dome  (Ahn  et  al.,  2014) 
 32150.600000000002 , 196.9080549903 , Siple  Dome  (Ahn  et  al.,  2014) 
 32307.9 , 192.46518778166669 , Siple  Dome  (Ahn  et  al.,  2014) 
 32361.2 , 195.247244775875 , Siple  Dome  (Ahn  et  al.,  2014) 
 32434.8 , 194.110429478875 , Siple  Dome  (Ahn  et  al.,  2014) 
 32511.100000000002 , 194.60682974099998 , Siple  Dome  (Ahn  et  al.,  2014) 
 32594.6 , 194.4295742917 , Siple  Dome  (Ahn  et  al.,  2014) 
 32677.799999999996 , 195.08012700165003 , Siple  Dome  (Ahn  et  al.,  2014) 
 32714.1 , 195.93861278715002 , Siple  Dome  (Ahn  et  al.,  2014) 
 32813.100000000006 , 199.302319209275 , Siple  Dome  (Ahn  et  al.,  2014) 
 32880.9 , 196.70181603277499 , Siple  Dome  (Ahn  et  al.,  2014) 
 33009.0 , 196.32609642975 , Siple  Dome  (Ahn  et  al.,  2014) 
 33148.3 , 197.646004846875 , Siple  Dome  (Ahn  et  al.,  2014) 
 33417.5 , 196.89622890765 , Siple  Dome  (Ahn  et  al.,  2014) 
 33491.399999999994 , 197.12526326695 , Siple  Dome  (Ahn  et  al.,  2014) 
 33555.3 , 197.79975641045 , Siple  Dome  (Ahn  et  al.,  2014) 
 33758.100000000006 , 200.03106638475 , Siple  Dome  (Ahn  et  al.,  2014) 
 33841.00000000001 , 195.627148340675 , Siple  Dome  (Ahn  et  al.,  2014) 
 33885.7 , 195.2662323655 , Siple  Dome  (Ahn  et  al.,  2014) 
 33907.49999999999 , 194.46060405395 , Siple  Dome  (Ahn  et  al.,  2014) 
 33925.899999999994 , 194.47027317217498 , Siple  Dome  (Ahn  et  al.,  2014) 
 33957.0 , 196.47191999325 , Siple  Dome  (Ahn  et  al.,  2014) 
 33991.5 , 195.41091567172498 , Siple  Dome  (Ahn  et  al.,  2014) 
 34064.200000000004 , 195.93175875274997 , Siple  Dome  (Ahn  et  al.,  2014) 
 34190.299999999996 , 194.8874767012333 , Siple  Dome  (Ahn  et  al.,  2014) 
 34250.799999999996 , 195.7913334535 , Siple  Dome  (Ahn  et  al.,  2014) 
 34312.8 , 196.266613322 , Siple  Dome  (Ahn  et  al.,  2014) 
 34334.4 , 196.20185201500001 , Siple  Dome  (Ahn  et  al.,  2014) 
 34556.9 , 199.6474818549 , Siple  Dome  (Ahn  et  al.,  2014) 
 34602.6 , 199.48892963999998 , Siple  Dome  (Ahn  et  al.,  2014) 
 34620.0 , 200.2924224414 , Siple  Dome  (Ahn  et  al.,  2014) 
 34647.8 , 198.89171239745002 , Siple  Dome  (Ahn  et  al.,  2014) 
 34710.6 , 197.16130487224999 , Siple  Dome  (Ahn  et  al.,  2014) 
 34825.6 , 202.795646976 , Siple  Dome  (Ahn  et  al.,  2014) 
 34866.799999999996 , 203.0917776366 , Siple  Dome  (Ahn  et  al.,  2014) 
 35089.6 , 198.7828307793 , Siple  Dome  (Ahn  et  al.,  2014) 
 35165.799999999996 , 203.60050857025 , Siple  Dome  (Ahn  et  al.,  2014) 
 35281.7 , 205.3761847385 , Siple  Dome  (Ahn  et  al.,  2014) 
 35337.0 , 204.46706210535 , Siple  Dome  (Ahn  et  al.,  2014) 
 35359.4 , 203.6185257355 , Siple  Dome  (Ahn  et  al.,  2014) 
 35383.0 , 201.35769286432503 , Siple  Dome  (Ahn  et  al.,  2014) 
 35445.799999999996 , 200.29875552115 , Siple  Dome  (Ahn  et  al.,  2014) 
 35497.09999999999 , 201.06305549865002 , Siple  Dome  (Ahn  et  al.,  2014) 
 35508.5 , 202.04126672700002 , Siple  Dome  (Ahn  et  al.,  2014) 
 35530.7 , 201.88660042935 , Siple  Dome  (Ahn  et  al.,  2014) 
 35567.99999999999 , 201.8276293501 , Siple  Dome  (Ahn  et  al.,  2014) 
 35672.50000000001 , 201.81310262977502 , Siple  Dome  (Ahn  et  al.,  2014) 
 35701.600000000006 , 200.5019756069 , Siple  Dome  (Ahn  et  al.,  2014) 
 35854.6 , 203.28865874520002 , Siple  Dome  (Ahn  et  al.,  2014) 
 35948.3 , 198.799944457875 , Siple  Dome  (Ahn  et  al.,  2014) 
 36086.5 , 204.123014498 , Siple  Dome  (Ahn  et  al.,  2014) 
 36173.100000000006 , 201.7797825328 , Siple  Dome  (Ahn  et  al.,  2014) 
 36261.799999999996 , 200.09164615275 , Siple  Dome  (Ahn  et  al.,  2014) 
 36506.3 , 198.9617645275 , Siple  Dome  (Ahn  et  al.,  2014) 
 36591.8 , 205.10239260525 , Siple  Dome  (Ahn  et  al.,  2014) 
 36669.6 , 203.76951759 , Siple  Dome  (Ahn  et  al.,  2014) 
 36712.799999999996 , 203.7543230524 , Siple  Dome  (Ahn  et  al.,  2014) 
 36820.2 , 202.76033458287498 , Siple  Dome  (Ahn  et  al.,  2014) 
 36939.8 , 203.514345808 , Siple  Dome  (Ahn  et  al.,  2014) 
 37023.4 , 206.3568576216 , Siple  Dome  (Ahn  et  al.,  2014) 
 37118.600000000006 , 210.157174784 , Siple  Dome  (Ahn  et  al.,  2014) 
 37143.200000000004 , 207.34584681975 , Siple  Dome  (Ahn  et  al.,  2014) 
 37296.5 , 208.25190909 , Siple  Dome  (Ahn  et  al.,  2014) 
 37302.0 , 209.65639176 , Siple  Dome  (Ahn  et  al.,  2014) 
 37338.1 , 206.586570978 , Siple  Dome  (Ahn  et  al.,  2014) 
 37431.0 , 212.50552869749998 , Siple  Dome  (Ahn  et  al.,  2014) 
 37461.299999999996 , 209.83667782650002 , Siple  Dome  (Ahn  et  al.,  2014) 
 37618.600000000006 , 214.29589900083332 , Siple  Dome  (Ahn  et  al.,  2014) 
 37647.5 , 212.135905967 , Siple  Dome  (Ahn  et  al.,  2014) 
 37777.2 , 212.09241359079002 , Siple  Dome  (Ahn  et  al.,  2014) 
 37895.0 , 214.2064208262 , Siple  Dome  (Ahn  et  al.,  2014) 
 38000.3 , 211.213425214 , Siple  Dome  (Ahn  et  al.,  2014) 
 38088.5 , 214.36039257750002 , Siple  Dome  (Ahn  et  al.,  2014) 
 38165.59999999999 , 208.335059710425 , Siple  Dome  (Ahn  et  al.,  2014) 
 38192.399999999994 , 206.5229252229 , Siple  Dome  (Ahn  et  al.,  2014) 
 38284.200000000004 , 207.41115700100002 , Siple  Dome  (Ahn  et  al.,  2014) 
 38359.2 , 207.99977968 , Siple  Dome  (Ahn  et  al.,  2014) 
 38412.8 , 210.7947524055 , Siple  Dome  (Ahn  et  al.,  2014) 
 38472.9 , 207.2301825856 , Siple  Dome  (Ahn  et  al.,  2014) 
 38533.2 , 210.07869060075 , Siple  Dome  (Ahn  et  al.,  2014) 
 38573.6 , 208.23327262075 , Siple  Dome  (Ahn  et  al.,  2014) 
 38621.8 , 204.79190564040002 , Siple  Dome  (Ahn  et  al.,  2014) 
 38670.8 , 204.455553872625 , Siple  Dome  (Ahn  et  al.,  2014) 
 38723.399999999994 , 206.543994036 , Siple  Dome  (Ahn  et  al.,  2014) 
 38812.6 , 206.085787558 , Siple  Dome  (Ahn  et  al.,  2014) 
 38874.700000000004 , 205.650989878 , Siple  Dome  (Ahn  et  al.,  2014) 
 38955.6 , 205.98808959113333 , Siple  Dome  (Ahn  et  al.,  2014) 
 38976.8 , 202.3448524395 , Siple  Dome  (Ahn  et  al.,  2014) 
 39053.6 , 204.28298891580002 , Siple  Dome  (Ahn  et  al.,  2014) 
 39120.50000000001 , 207.32358522299998 , Siple  Dome  (Ahn  et  al.,  2014) 
 39265.7 , 208.685091262475 , Siple  Dome  (Ahn  et  al.,  2014) 
 39303.200000000004 , 209.495641888 , Siple  Dome  (Ahn  et  al.,  2014) 
 39319.9 , 209.326456305 , Siple  Dome  (Ahn  et  al.,  2014) 
 39339.8 , 207.868080375675 , Siple  Dome  (Ahn  et  al.,  2014) 
 39379.4 , 204.77737582487998 , Siple  Dome  (Ahn  et  al.,  2014) 
 39402.9 , 191.53156337775 , Siple  Dome  (Ahn  et  al.,  2014) 
 39454.4 , 198.138503631 , Siple  Dome  (Ahn  et  al.,  2014) 
 39515.399999999994 , 200.402973875925 , Siple  Dome  (Ahn  et  al.,  2014) 
 39621.00000000001 , 195.70159247466665 , Siple  Dome  (Ahn  et  al.,  2014) 
 39709.2 , 196.6742707386 , Siple  Dome  (Ahn  et  al.,  2014) 
 39757.100000000006 , 193.581354240625 , Siple  Dome  (Ahn  et  al.,  2014) 
 39884.99999999999 , 193.873098888 , Siple  Dome  (Ahn  et  al.,  2014) 
 39900.5 , 197.55250733926664 , Siple  Dome  (Ahn  et  al.,  2014) 
 40042.7 , 192.59565555449998 , Siple  Dome  (Ahn  et  al.,  2014) 
 40112.1 , 193.08131430805 , Siple  Dome  (Ahn  et  al.,  2014) 
 40145.3 , 193.690311850125 , Siple  Dome  (Ahn  et  al.,  2014) 
 40308.4 , 197.90454896091208 , TALDICE  (Bereiter  et  al.,  2012) 
 40485.94648 , 201.32268604261674 , TALDICE  (Bereiter  et  al.,  2012) 
 40553.43999999997 , 201.48445246633034 , TALDICE  (Bereiter  et  al.,  2012) 
 40754.3 , 200.46615960740988 , TALDICE  (Bereiter  et  al.,  2012) 
 40907.388600000006 , 200.96619797440226 , TALDICE  (Bereiter  et  al.,  2012) 
 41167.90404000001 , 201.53203042679758 , TALDICE  (Bereiter  et  al.,  2012) 
 41303.5942 , 204.18539759772148 , TALDICE  (Bereiter  et  al.,  2012) 
 41605.9736 , 205.49006636725477 , TALDICE  (Bereiter  et  al.,  2012) 
 41759.207500000004 , 201.12434903906262 , TALDICE  (Bereiter  et  al.,  2012) 
 41900.68680000001 , 199.89056576724948 , TALDICE  (Bereiter  et  al.,  2012) 
 42315.817500000005 , 200.8960917386434 , TALDICE  (Bereiter  et  al.,  2012) 
 42628.3001 , 204.82674347655342 , TALDICE  (Bereiter  et  al.,  2012) 
 42849.867 , 206.35415471090323 , TALDICE  (Bereiter  et  al.,  2012) 
 42968.078199999996 , 204.26047843855292 , TALDICE  (Bereiter  et  al.,  2012) 
 43171.885 , 203.16207190191966 , TALDICE  (Bereiter  et  al.,  2012) 
 43350.662500000006 , 201.66462398159248 , TALDICE  (Bereiter  et  al.,  2012) 
 43515.82055000001 , 204.2219503591491 , TALDICE  (Bereiter  et  al.,  2012) 
 43661.157549999996 , 203.18091908152513 , TALDICE  (Bereiter  et  al.,  2012) 
 43809.01 , 201.68967291161366 , TALDICE  (Bereiter  et  al.,  2012) 
 44095.19614999999 , 204.30591912829976 , TALDICE  (Bereiter  et  al.,  2012) 
 44204.44639999999 , 201.99679013111552 , TALDICE  (Bereiter  et  al.,  2012) 
 44350.46499999999 , 206.22156348649375 , TALDICE  (Bereiter  et  al.,  2012) 
 44490.50250000001 , 204.82615482707928 , TALDICE  (Bereiter  et  al.,  2012) 
 44655.53499999998 , 212.28537276723182 , TALDICE  (Bereiter  et  al.,  2012) 
 44816.0105 , 210.4383494018988 , TALDICE  (Bereiter  et  al.,  2012) 
 44996.156999999985 , 211.4870756888481 , TALDICE  (Bereiter  et  al.,  2012) 
 45142.015 , 207.9533487146811 , TALDICE  (Bereiter  et  al.,  2012) 
 45280.38750000001 , 213.9182293789752 , TALDICE  (Bereiter  et  al.,  2012) 
 45460.322400000005 , 214.5013713408328 , TALDICE  (Bereiter  et  al.,  2012) 
 45696.05500000001 , 217.51186974587569 , TALDICE  (Bereiter  et  al.,  2012) 
 45877.10855000001 , 222.71746789063323 , TALDICE  (Bereiter  et  al.,  2012) 
 46057.33380000001 , 221.7721744693644 , TALDICE  (Bereiter  et  al.,  2012) 
 46181.255 , 219.24687294689662 , TALDICE  (Bereiter  et  al.,  2012) 
 46308.5475 , 218.34888238109227 , TALDICE  (Bereiter  et  al.,  2012) 
 46635.901999999995 , 216.41663219437746 , TALDICE  (Bereiter  et  al.,  2012) 
 46746.4378 , 214.18284619947886 , TALDICE  (Bereiter  et  al.,  2012) 
 46887.935000000005 , 210.83763232817873 , TALDICE  (Bereiter  et  al.,  2012) 
 47086.27499999999 , 210.2720270577908 , TALDICE  (Bereiter  et  al.,  2012) 
 47314.97619999998 , 207.5966069009341 , TALDICE  (Bereiter  et  al.,  2012) 
 47524.35689999999 , 204.25993514002081 , TALDICE  (Bereiter  et  al.,  2012) 
 47710.390000000014 , 203.7878948817506 , TALDICE  (Bereiter  et  al.,  2012) 
 47943.751099999994 , 205.65965094423697 , TALDICE  (Bereiter  et  al.,  2012) 
 48223.18175000001 , 206.18208295015899 , TALDICE  (Bereiter  et  al.,  2012) 
 48427.859999999986 , 200.97514386943084 , TALDICE  (Bereiter  et  al.,  2012) 
 48987.952649999985 , 201.57862918592315 , TALDICE  (Bereiter  et  al.,  2012) 
 49302.98039999999 , 200.12004323663527 , TALDICE  (Bereiter  et  al.,  2012) 
 49462.655249999996 , 204.05803785391646 , TALDICE  (Bereiter  et  al.,  2012) 
 49728.31500000001 , 203.8713291389937 , TALDICE  (Bereiter  et  al.,  2012) 
 50006.51000000001 , 204.37676012041777 , TALDICE  (Bereiter  et  al.,  2012) 
 50220.546899999994 , 206.74402693868802 , TALDICE  (Bereiter  et  al.,  2012) 
 50527.41474999999 , 207.40999031146947 , TALDICE  (Bereiter  et  al.,  2012) 
