 Gasage  (yr  BP)   , CO2  (ppmv) , Location 
 51029.17010000002 , 207.63643592103043 , TALDICE  (Bereiter  et  al.,  2012) 
 51431.446599999996 , 211.57084710504336 , TALDICE  (Bereiter  et  al.,  2012) 
 51779.530000000006 , 215.07712976760632 , TALDICE  (Bereiter  et  al.,  2012) 
 52086.81984999999 , 213.81781717736385 , TALDICE  (Bereiter  et  al.,  2012) 
 52384.780900000005 , 219.08254103386616 , TALDICE  (Bereiter  et  al.,  2012) 
 52573.676 , 220.7236106732058 , TALDICE  (Bereiter  et  al.,  2012) 
 52800.742500000015 , 221.1479059817251 , TALDICE  (Bereiter  et  al.,  2012) 
 53108.25250000001 , 223.71721395019227 , TALDICE  (Bereiter  et  al.,  2012) 
 53400.45315000001 , 223.261990272584 , TALDICE  (Bereiter  et  al.,  2012) 
 53806.25204999999 , 221.13790909272413 , TALDICE  (Bereiter  et  al.,  2012) 
 54156.60319999998 , 220.3743647767866 , TALDICE  (Bereiter  et  al.,  2012) 
 54387.125000000015 , 217.95673832028174 , TALDICE  (Bereiter  et  al.,  2012) 
 54694.61249999999 , 213.88701388029443 , TALDICE  (Bereiter  et  al.,  2012) 
 55014.48765000002 , 216.8579026931373 , TALDICE  (Bereiter  et  al.,  2012) 
 55293.459149999995 , 208.19350573591464 , TALDICE  (Bereiter  et  al.,  2012) 
 55553.13 , 214.7766439566713 , TALDICE  (Bereiter  et  al.,  2012) 
 55909.53739999998 , 210.2748744860088 , TALDICE  (Bereiter  et  al.,  2012) 
 56237.12940000001 , 207.67411308560085 , TALDICE  (Bereiter  et  al.,  2012) 
 56503.58249999998 , 212.4366913146648 , TALDICE  (Bereiter  et  al.,  2012) 
 57210.94264999999 , 215.69652704379405 , TALDICE  (Bereiter  et  al.,  2012) 
 57476.264999999985 , 217.37632438255054 , TALDICE  (Bereiter  et  al.,  2012) 
 57843.72470000001 , 223.71829246142204 , TALDICE  (Bereiter  et  al.,  2012) 
 58217.01230000002 , 224.35339767076476 , TALDICE  (Bereiter  et  al.,  2012) 
 58433.319999999985 , 223.14855036746204 , TALDICE  (Bereiter  et  al.,  2012) 
 59105.06914999999 , 231.29357613421678 , TALDICE  (Bereiter  et  al.,  2012) 
 59380.40500000001 , 226.35329184425117 , TALDICE  (Bereiter  et  al.,  2012) 
 59733.46935 , 223.45481611599993 , TALDICE  (Bereiter  et  al.,  2012) 
 60109.88306666667 , 216.66068075629482 , EDML  (Bereiter  et  al.,  2012) 
 60373.05923333333 , 212.87091028761074 , EDML  (Bereiter  et  al.,  2012) 
 60516.6315 , 217.25313232793502 , EDML  (Bereiter  et  al.,  2012) 
 60817.61723333333 , 213.77895408048403 , EDML  (Bereiter  et  al.,  2012) 
 61060.877466666665 , 207.954258455404 , EDML  (Bereiter  et  al.,  2012) 
 61234.84403333334 , 210.56770709704924 , EDML  (Bereiter  et  al.,  2012) 
 61554.1108 , 210.90340290966515 , EDML  (Bereiter  et  al.,  2012) 
 61900.7233 , 206.3768851547348 , EDML  (Bereiter  et  al.,  2012) 
 62552.00602222222 , 202.5567478249938 , EDML  (Bereiter  et  al.,  2012) 
 62774.57333333335 , 202.7086782342372 , EDML  (Bereiter  et  al.,  2012) 
 62960.89566666668 , 200.14813320360096 , EDML  (Bereiter  et  al.,  2012) 
 63555.792666666675 , 197.40343593339372 , EDML  (Bereiter  et  al.,  2012) 
 63896.87993333334 , 197.24236643525396 , EDML  (Bereiter  et  al.,  2012) 
 64113.77896666667 , 199.7280299125443 , EDML  (Bereiter  et  al.,  2012) 
 64657.29413333334 , 203.69546669849038 , EDML  (Bereiter  et  al.,  2012) 
 64867.4226 , 201.67027938028278 , EDML  (Bereiter  et  al.,  2012) 
 65046.72066666667 , 199.17080568979725 , EDML  (Bereiter  et  al.,  2012) 
 65546.44649999999 , 208.9757824141881 , EDML  (Bereiter  et  al.,  2012) 
 65764.51269999999 , 198.17360428453378 , EDML  (Bereiter  et  al.,  2012) 
 65937.23266666668 , 200.59108353507256 , EDML  (Bereiter  et  al.,  2012) 
 66439.3055 , 204.3859977224767 , EDML  (Bereiter  et  al.,  2012) 
 66959.71066666667 , 207.20522458616006 , EDML  (Bereiter  et  al.,  2012) 
 67314.5875 , 201.14189964947187 , EDML  (Bereiter  et  al.,  2012) 
 67729.6785 , 203.758804582249 , EDML  (Bereiter  et  al.,  2012) 
 68146.18849999999 , 200.17043811242027 , EDML  (Bereiter  et  al.,  2012) 
 68619.99346666667 , 203.42547248921588 , EDML  (Bereiter  et  al.,  2012) 
 69081.5285 , 205.42035908699594 , EDML  (Bereiter  et  al.,  2012) 
 69592.01713333334 , 211.2583877926514 , EDML  (Bereiter  et  al.,  2012) 
 70052.1648 , 215.55081317503786 , EDML  (Bereiter  et  al.,  2012) 
 70427.26266666668 , 220.32661122546068 , EDML  (Bereiter  et  al.,  2012) 
 70928.87216666664 , 225.17215906542418 , EDML  (Bereiter  et  al.,  2012) 
 71279.16903333334 , 235.01577011604033 , EDML  (Bereiter  et  al.,  2012) 
 71693.65023333335 , 237.5634446299485 , EDML  (Bereiter  et  al.,  2012) 
 72092.81486666668 , 239.45635365708617 , EDML  (Bereiter  et  al.,  2012) 
 72490.14999999998 , 232.79086554237838 , EDML  (Bereiter  et  al.,  2012) 
 72866.04366666666 , 232.33476105332247 , EDML  (Bereiter  et  al.,  2012) 
 73219.31633333334 , 230.89095840633553 , EDML  (Bereiter  et  al.,  2012) 
 73750.95566666668 , 232.73507960739272 , EDML  (Bereiter  et  al.,  2012) 
 74221.48233333335 , 231.3339802376306 , EDML  (Bereiter  et  al.,  2012) 
 74525.645 , 241.2403946279206 , EDML  (Bereiter  et  al.,  2012) 
 75067.95149999997 , 243.27000593612678 , EDML  (Bereiter  et  al.,  2012) 
 75545.13366666668 , 249.52367746086176 , EDML  (Bereiter  et  al.,  2012) 
 75850.65049999999 , 249.93957236494836 , EDML  (Bereiter  et  al.,  2012) 
 76247.47216666667 , 239.34140543854346 , EDML  (Bereiter  et  al.,  2012) 
 76696.73599999998 , 238.01317290414426 , EDML  (Bereiter  et  al.,  2012) 
 77056.4805 , 231.68344444807624 , EDML  (Bereiter  et  al.,  2012) 
 77615.91499999998 , 224.91795384960736 , EDML  (Bereiter  et  al.,  2012) 
 78080.753 , 226.64717080896844 , EDML  (Bereiter  et  al.,  2012) 
 78507.94999999998 , 224.1427524434798 , EDML  (Bereiter  et  al.,  2012) 
 78969.54013333334 , 227.2993454606292 , EDML  (Bereiter  et  al.,  2012) 
 79410.36299999998 , 229.25533496544978 , EDML  (Bereiter  et  al.,  2012) 
 79877.75800000002 , 234.74268285165846 , EDML  (Bereiter  et  al.,  2012) 
 80330.36249999997 , 230.60058478694174 , EDML  (Bereiter  et  al.,  2012) 
 80721.78550000001 , 233.92301778529907 , EDML  (Bereiter  et  al.,  2012) 
 81206.94249999998 , 230.32953997112173 , EDML  (Bereiter  et  al.,  2012) 
 81711.43100000001 , 234.13416436720672 , EDML  (Bereiter  et  al.,  2012) 
 82068.79049999997 , 238.88896579028287 , EDML  (Bereiter  et  al.,  2012) 
 82526.7192 , 240.87295493897983 , EDML  (Bereiter  et  al.,  2012) 
 82988.26099999998 , 246.32246412221588 , EDML  (Bereiter  et  al.,  2012) 
 83554.11216666667 , 247.1003682352176 , EDML  (Bereiter  et  al.,  2012) 
 83940.89999999997 , 250.78745315401204 , EDML  (Bereiter  et  al.,  2012) 
 84357.43850000002 , 243.16072770547603 , EDML  (Bereiter  et  al.,  2012) 
 84936.76899999997 , 238.42310352799862 , EDML  (Bereiter  et  al.,  2012) 
 85367.46933333334 , 234.68610329976863 , EDML  (Bereiter  et  al.,  2012) 
 85890.6938333333 , 228.7630419503089 , EDML  (Bereiter  et  al.,  2012) 
 86498.32453333335 , 223.37741662402166 , EDML  (Bereiter  et  al.,  2012) 
 87027.63600000001 , 221.05561058442584 , EDML  (Bereiter  et  al.,  2012) 
 87581.18 , 223.62974404078184 , EDML  (Bereiter  et  al.,  2012) 
 88136.18 , 217.8009629500103 , EDML  (Bereiter  et  al.,  2012) 
 88701.04959999997 , 223.98941409211108 , EDML  (Bereiter  et  al.,  2012) 
 89244.71600000001 , 227.3783735355835 , EDML  (Bereiter  et  al.,  2012) 
 89696.25753333332 , 228.87834564758057 , EDML  (Bereiter  et  al.,  2012) 
 90317.29400000001 , 229.73738145870655 , EDML  (Bereiter  et  al.,  2012) 
 90834.015 , 231.55865048827815 , EDML  (Bereiter  et  al.,  2012) 
 91445.03066666667 , 231.12075636405777 , EDML  (Bereiter  et  al.,  2012) 
 91949.738 , 233.74184029367558 , EDML  (Bereiter  et  al.,  2012) 
 92667.81750000002 , 232.45568865935815 , EDML  (Bereiter  et  al.,  2012) 
 93424.7096 , 235.1600042216258 , EDML  (Bereiter  et  al.,  2012) 
 93823.21366666668 , 238.20709532731436 , EDML  (Bereiter  et  al.,  2012) 
 94568.54833333331 , 242.40636016295775 , EDML  (Bereiter  et  al.,  2012) 
 95234.11400000002 , 242.91411717720837 , EDML  (Bereiter  et  al.,  2012) 
 95921.48316666664 , 246.19646528867355 , EDML  (Bereiter  et  al.,  2012) 
 96474.88033333335 , 245.7647295013877 , EDML  (Bereiter  et  al.,  2012) 
 97270.89099999999 , 242.35406601147713 , EDML  (Bereiter  et  al.,  2012) 
 97927.46450000002 , 239.85849997327506 , EDML  (Bereiter  et  al.,  2012) 
 98583.72399999999 , 243.17988778616598 , EDML  (Bereiter  et  al.,  2012) 
 99361.42233333335 , 242.98971287919505 , EDML  (Bereiter  et  al.,  2012) 
 100076.84966666665 , 245.62557787811392 , EDML  (Bereiter  et  al.,  2012) 
 100543.17833333334 , 247.872113110669 , EDML  (Bereiter  et  al.,  2012) 
 101325.67500000002 , 244.762424566832 , EDML  (Bereiter  et  al.,  2012) 
 101971.88500000001 , 240.0715355271941 , EDML  (Bereiter  et  al.,  2012) 
 102764.77666666664 , 237.07327561500702 , EDML  (Bereiter  et  al.,  2012) 
 103308.74000000002 , 240.68407213384208 , EDML  (Bereiter  et  al.,  2012) 
 104274.33333333334 , 247.76162928794554 , EDML  (Bereiter  et  al.,  2012) 
 104331.2290909091 , 238.88 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 104966.44545454546 , 242.36 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 105507.14848484848 , 248.78 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 105989.87272727274 , 257.58 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 106256.37575757576 , 241.4 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 106368.25454545455 , 244.83 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 106974.81818181818 , 240.34 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 108401.90909090909 , 236.43 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 109129.41818181818 , 244.44 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 109839.9696969697 , 244.13 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 110555.36363636363 , 246.69 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 111876.80000000002 , 257.93 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 112636.06060606062 , 256.79 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 112941.72727272728 , 263.12 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 113119.2696969697 , 264.75 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 113678.63636363635 , 260.58 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 114250.0 , 267.9 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 114815.39393939394 , 275.07 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 115446.67272727273 , 276.96 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 115908.57575757576 , 273.16 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 116475.57575757576 , 273.63 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 117185.55454545454 , 274.03 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 117619.36363636363 , 274.98 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 118658.26969696968 , 277.72 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 119242.51515151515 , 267.74 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 119715.5 , 274.59 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 120144.12121212122 , 268.73 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 120542.90909090909 , 276.82 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 121426.01515151517 , 279.48 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 121841.9696969697 , 276.61 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 122100.00181818182 , 278.25 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 122292.36363636363 , 279.0 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 123013.95454545454 , 279.16 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 123630.90909090909 , 274.6 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 123959.48484848485 , 275.87 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 124404.51515151515 , 281.54 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 124817.45454545454 , 275.52 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 125292.63333333335 , 276.81 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 126013.70303030303 , 275.15 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 126699.90909090909 , 273.02 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 126962.0303030303 , 274.93 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 127313.8303030303 , 275.78 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 127503.5496969697 , 276.88 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 128024.47636363636 , 276.03 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 128172.66666666667 , 280.72 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 128466.72727272726 , 285.76 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 128878.0 , 271.08 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 129078.03636363636 , 268.44 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 129655.63636363637 , 260.61 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 130373.0303030303 , 251.84 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 130818.36363636363 , 250.84 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 131322.19999999998 , 241.13 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 131976.24242424243 , 232.28 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 132709.87878787878 , 228.0 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 132931.95757575758 , 224.63 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 133775.80606060606 , 222.74 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 134522.2787878788 , 212.43 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 136565.54545454544 , 203.74 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 137763.42424242423 , 199.18 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 138834.296969697 , 198.55 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 139949.96969696967 , 192.75 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 142360.5618181818 , 196.51 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 143651.30000000002 , 194.59 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 144799.59090909088 , 196.02 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 146108.24363636365 , 193.59 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 148233.46545454545 , 195.81 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 149466.14545454548 , 201.78 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 150594.8848484849 , 202.51 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 151444.85454545452 , 202.35 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 153774.6575757576 , 198.78 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 154889.1272727273 , 196.3 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 156306.8181818182 , 189.38 , Dome  C  Sublimation  (Schneider  et  al.,  2013) 
 158666.0 , 189.0 , Vostok  (Petit  et  al.,  1999) 
 159716.0 , 185.5 , Vostok  (Petit  et  al.,  1999) 
 160154.99999999997 , 187.5 , Vostok  (Petit  et  al.,  1999) 
 163858.0 , 204.3 , Vostok  (Petit  et  al.,  1999) 
 164334.65000000002 , 196.5 , Vostok  (Petit  et  al.,  1999) 
 166143.0 , 191.6 , Vostok  (Petit  et  al.,  1999) 
 166784.00000000003 , 190.1 , Vostok  (Petit  et  al.,  1999) 
 167914.1 , 186.7 , Vostok  (Petit  et  al.,  1999) 
 168745.5 , 183.8 , Vostok  (Petit  et  al.,  1999) 
 169514.40000000002 , 196.6 , Vostok  (Petit  et  al.,  1999) 
 171939.0 , 197.8 , Vostok  (Petit  et  al.,  1999) 
 174442.0 , 197.7 , Vostok  (Petit  et  al.,  1999) 
 175833.35 , 196.0 , Vostok  (Petit  et  al.,  1999) 
 176853.0 , 190.3 , Vostok  (Petit  et  al.,  1999) 
 177533.92500000002 , 189.4 , Vostok  (Petit  et  al.,  1999) 
 177729.5 , 190.1 , Vostok  (Petit  et  al.,  1999) 
 179873.0 , 207.7 , Vostok  (Petit  et  al.,  1999) 
 181302.0 , 213.2 , Vostok  (Petit  et  al.,  1999) 
 182196.0 , 217.7 , Vostok  (Petit  et  al.,  1999) 
 183257.99999999997 , 198.1 , Vostok  (Petit  et  al.,  1999) 
 184371.0 , 199.7 , Vostok  (Petit  et  al.,  1999) 
 186411.0 , 203.4 , Vostok  (Petit  et  al.,  1999) 
 188437.0 , 210.7 , Vostok  (Petit  et  al.,  1999) 
 189806.5 , 231.3 , Vostok  (Petit  et  al.,  1999) 
 191254.5 , 231.4 , Vostok  (Petit  et  al.,  1999) 
 191964.075 , 220.3 , Vostok  (Petit  et  al.,  1999) 
 193074.5 , 218.0 , Vostok  (Petit  et  al.,  1999) 
 195126.50000000003 , 226.5 , Vostok  (Petit  et  al.,  1999) 
 195799.5 , 220.0 , Vostok  (Petit  et  al.,  1999) 
 197587.35000000003 , 226.4 , Vostok  (Petit  et  al.,  1999) 
 198327.45 , 241.2 , Vostok  (Petit  et  al.,  1999) 
 198938.0 , 242.6 , Vostok  (Petit  et  al.,  1999) 
 201752.0 , 250.9 , Vostok  (Petit  et  al.,  1999) 
 202744.5 , 239.1 , Vostok  (Petit  et  al.,  1999) 
 203842.0 , 247.6 , Vostok  (Petit  et  al.,  1999) 
 205203.27500000002 , 244.4 , Vostok  (Petit  et  al.,  1999) 
 205575.75499999998 , 231.9 , Vostok  (Petit  et  al.,  1999) 
 205944.575 , 232.2 , Vostok  (Petit  et  al.,  1999) 
 206359.93499999997 , 228.6 , Vostok  (Petit  et  al.,  1999) 
 206896.84999999998 , 226.3 , Vostok  (Petit  et  al.,  1999) 
 207240.3 , 229.4 , Vostok  (Petit  et  al.,  1999) 
 207622.89 , 231.4 , Vostok  (Petit  et  al.,  1999) 
 208108.775 , 238.1 , Vostok  (Petit  et  al.,  1999) 
 208274.52500000002 , 237.2 , Vostok  (Petit  et  al.,  1999) 
 208821.56999999998 , 230.0 , Vostok  (Petit  et  al.,  1999) 
 209082.25499999998 , 240.5 , Vostok  (Petit  et  al.,  1999) 
 209445.04 , 242.2 , Vostok  (Petit  et  al.,  1999) 
 209966.085 , 244.6 , Vostok  (Petit  et  al.,  1999) 
 210175.17 , 243.9 , Vostok  (Petit  et  al.,  1999) 
 210832.06500000003 , 247.2 , Vostok  (Petit  et  al.,  1999) 
 211058.465 , 252.0 , Vostok  (Petit  et  al.,  1999) 
 211577.835 , 246.9 , Vostok  (Petit  et  al.,  1999) 
 212078.745 , 239.5 , Vostok  (Petit  et  al.,  1999) 
 212533.075 , 257.4 , Vostok  (Petit  et  al.,  1999) 
 213330.35 , 243.4 , Vostok  (Petit  et  al.,  1999) 
 214158.81 , 251.2 , Vostok  (Petit  et  al.,  1999) 
 215080.74499999997 , 241.4 , Vostok  (Petit  et  al.,  1999) 
 215912.33999999997 , 240.3 , Vostok  (Petit  et  al.,  1999) 
 216306.15 , 242.6 , Vostok  (Petit  et  al.,  1999) 
 216864.96499999997 , 247.5 , Vostok  (Petit  et  al.,  1999) 
 217415.63499999998 , 251.7 , Vostok  (Petit  et  al.,  1999) 
 217694.96000000002 , 251.1 , Vostok  (Petit  et  al.,  1999) 
 218200.78499999997 , 245.3 , Vostok  (Petit  et  al.,  1999) 
 219067.605 , 240.5 , Vostok  (Petit  et  al.,  1999) 
 220935.61500000002 , 214.1 , Vostok  (Petit  et  al.,  1999) 
 221697.45999999996 , 216.1 , Vostok  (Petit  et  al.,  1999) 
 222539.57500000004 , 207.1 , Vostok  (Petit  et  al.,  1999) 
 223129.03499999997 , 208.8 , Vostok  (Petit  et  al.,  1999) 
 224271.50500000003 , 205.6 , Vostok  (Petit  et  al.,  1999) 
 226259.82500000004 , 203.3 , Vostok  (Petit  et  al.,  1999) 
 226849.83500000002 , 215.7 , Vostok  (Petit  et  al.,  1999) 
 227719.97500000003 , 235.5 , Vostok  (Petit  et  al.,  1999) 
 228439.41499999998 , 234.5 , Vostok  (Petit  et  al.,  1999) 
 228766.99000000002 , 233.1 , Vostok  (Petit  et  al.,  1999) 
 229572.04500000004 , 224.5 , Vostok  (Petit  et  al.,  1999) 
 231129.66 , 232.4 , Vostok  (Petit  et  al.,  1999) 
 232191.76999999996 , 233.9 , Vostok  (Petit  et  al.,  1999) 
 232856.06 , 241.6 , Vostok  (Petit  et  al.,  1999) 
 235990.855 , 245.2 , Vostok  (Petit  et  al.,  1999) 
 236426.005 , 252.1 , Vostok  (Petit  et  al.,  1999) 
 236850.8 , 241.4 , Vostok  (Petit  et  al.,  1999) 
 237391.655 , 247.4 , Vostok  (Petit  et  al.,  1999) 
 237905.53000000003 , 243.1 , Vostok  (Petit  et  al.,  1999) 
 238425.33500000002 , 239.1 , Vostok  (Petit  et  al.,  1999) 
 239008.26 , 245.6 , Vostok  (Petit  et  al.,  1999) 
 239387.03500000003 , 245.8 , Vostok  (Petit  et  al.,  1999) 
 239738.66 , 247.4 , Vostok  (Petit  et  al.,  1999) 
 240190.36500000002 , 252.8 , Vostok  (Petit  et  al.,  1999) 
 241333.045 , 259.7 , Vostok  (Petit  et  al.,  1999) 
 241855.39999999997 , 263.2 , Vostok  (Petit  et  al.,  1999) 
 242685.46000000002 , 279.0 , Vostok  (Petit  et  al.,  1999) 
 243138.52 , 280.2 , Vostok  (Petit  et  al.,  1999) 
 244121.765 , 263.7 , Vostok  (Petit  et  al.,  1999) 
 244582.33500000002 , 252.3 , Vostok  (Petit  et  al.,  1999) 
 245057.01000000004 , 249.9 , Vostok  (Petit  et  al.,  1999) 
 245564.0 , 236.7 , Vostok  (Petit  et  al.,  1999) 
 246188.81000000006 , 230.4 , Vostok  (Petit  et  al.,  1999) 
 246870.48500000004 , 219.4 , Vostok  (Petit  et  al.,  1999) 
 249099.87000000005 , 214.7 , Vostok  (Petit  et  al.,  1999) 
 251390.57000000004 , 200.2 , Vostok  (Petit  et  al.,  1999) 
 252132.25500000003 , 213.9 , Vostok  (Petit  et  al.,  1999) 
 252953.72000000006 , 195.4 , Vostok  (Petit  et  al.,  1999) 
 253756.68000000005 , 196.7 , Vostok  (Petit  et  al.,  1999) 
 254587.10500000007 , 195.4 , Vostok  (Petit  et  al.,  1999) 
 256298.65999999997 , 199.0 , Vostok  (Petit  et  al.,  1999) 
 257060.58500000005 , 201.9 , Vostok  (Petit  et  al.,  1999) 
 257908.06500000006 , 204.0 , Vostok  (Petit  et  al.,  1999) 
 259396.89500000005 , 203.9 , Vostok  (Petit  et  al.,  1999) 
 260894.24000000005 , 209.6 , Vostok  (Petit  et  al.,  1999) 
 261293.92000000004 , 205.7 , Vostok  (Petit  et  al.,  1999) 
 262054.57500000004 , 208.9 , Vostok  (Petit  et  al.,  1999) 
 262817.0950000001 , 214.6 , Vostok  (Petit  et  al.,  1999) 
 264583.76000000007 , 228.1 , Vostok  (Petit  et  al.,  1999) 
 266134.45000000007 , 199.9 , Vostok  (Petit  et  al.,  1999) 
 267007.0 , 211.7 , Vostok  (Petit  et  al.,  1999) 
 268257.83 , 188.7 , Vostok  (Petit  et  al.,  1999) 
 268995.5 , 187.2 , Vostok  (Petit  et  al.,  1999) 
 269940.47000000003 , 194.2 , Vostok  (Petit  et  al.,  1999) 
 271036.0350000001 , 198.8 , Vostok  (Petit  et  al.,  1999) 
 272149.6400000001 , 184.7 , Vostok  (Petit  et  al.,  1999) 
 273165.8300000001 , 190.4 , Vostok  (Petit  et  al.,  1999) 
 274164.07500000007 , 193.9 , Vostok  (Petit  et  al.,  1999) 
 275154.63500000007 , 194.1 , Vostok  (Petit  et  al.,  1999) 
 276257.7150000001 , 198.4 , Vostok  (Petit  et  al.,  1999) 
 277443.0000000001 , 193.2 , Vostok  (Petit  et  al.,  1999) 
 278590.9050000001 , 202.2 , Vostok  (Petit  et  al.,  1999) 
 279619.0450000001 , 204.5 , Vostok  (Petit  et  al.,  1999) 
 280558.95 , 211.0 , Vostok  (Petit  et  al.,  1999) 
 281400.74000000005 , 215.3 , Vostok  (Petit  et  al.,  1999) 
 282592.88999999996 , 223.7 , Vostok  (Petit  et  al.,  1999) 
 284434.68000000005 , 231.3 , Vostok  (Petit  et  al.,  1999) 
 285931.32000000007 , 228.0 , Vostok  (Petit  et  al.,  1999) 
 286609.9550000001 , 226.4 , Vostok  (Petit  et  al.,  1999) 
 287443.86 , 231.4 , Vostok  (Petit  et  al.,  1999) 
 287820.05000000005 , 230.4 , Vostok  (Petit  et  al.,  1999) 
 288286.42500000005 , 231.0 , Vostok  (Petit  et  al.,  1999) 
 290184.5 , 234.9 , Vostok  (Petit  et  al.,  1999) 
 290863.79000000004 , 220.4 , Vostok  (Petit  et  al.,  1999) 
 291562.87000000005 , 217.1 , Vostok  (Petit  et  al.,  1999) 
 292818.31000000006 , 207.6 , Vostok  (Petit  et  al.,  1999) 
 293650.74000000005 , 206.0 , Vostok  (Petit  et  al.,  1999) 
 294455.29000000004 , 206.7 , Vostok  (Petit  et  al.,  1999) 
 295364.225 , 212.7 , Vostok  (Petit  et  al.,  1999) 
 296828.86500000005 , 213.1 , Vostok  (Petit  et  al.,  1999) 
 298704.61500000005 , 217.1 , Vostok  (Petit  et  al.,  1999) 
 299376.28 , 224.4 , Vostok  (Petit  et  al.,  1999) 
 300115.86500000005 , 231.0 , Vostok  (Petit  et  al.,  1999) 
 301025.61500000005 , 236.1 , Vostok  (Petit  et  al.,  1999) 
 302084.19000000006 , 239.0 , Vostok  (Petit  et  al.,  1999) 
 303116.00000000006 , 236.0 , Vostok  (Petit  et  al.,  1999) 
 304100.92000000004 , 240.2 , Vostok  (Petit  et  al.,  1999) 
 305099.81000000006 , 240.7 , Vostok  (Petit  et  al.,  1999) 
 305778.1500000001 , 250.2 , Vostok  (Petit  et  al.,  1999) 
 306581.11500000005 , 248.6 , Vostok  (Petit  et  al.,  1999) 
 307463.2650000001 , 244.8 , Vostok  (Petit  et  al.,  1999) 
 308325.70000000007 , 225.8 , Vostok  (Petit  et  al.,  1999) 
 309423.73 , 227.8 , Vostok  (Petit  et  al.,  1999) 
 310010.975 , 226.2 , Vostok  (Petit  et  al.,  1999) 
